,Zone,Period,Pickup occurences,Delivery occurences,Pickup distribution,Delivery distribution
570,191,Morning,"{""0"": 169, ""1"": 91, ""2"": 58, ""3"": 29, ""4"": 12, ""5"": 4, ""6"": 1, ""8"": 1, ""7"": 0}","{""0"": 140, ""1"": 100, ""2"": 62, ""3"": 29, ""4"": 13, ""5"": 9, ""6"": 8, ""7"": 2, ""8"": 1, ""10"": 1, ""9"": 0}","[0.463, 0.249, 0.159, 0.079, 0.033, 0.011, 0.003, 0.0, 0.003]","[0.384, 0.274, 0.17, 0.079, 0.036, 0.025, 0.022, 0.005, 0.003, 0.0, 0.003]"
571,191,Day,"{""0"": 78, ""1"": 92, ""2"": 81, ""3"": 37, ""4"": 34, ""5"": 19, ""6"": 12, ""7"": 7, ""8"": 3, ""10"": 1, ""11"": 1, ""9"": 0}","{""0"": 94, ""1"": 92, ""2"": 70, ""3"": 38, ""4"": 34, ""5"": 16, ""6"": 10, ""7"": 4, ""8"": 4, ""9"": 1, ""10"": 2}","[0.214, 0.252, 0.222, 0.101, 0.093, 0.052, 0.033, 0.019, 0.008, 0.0, 0.003, 0.003]","[0.258, 0.252, 0.192, 0.104, 0.093, 0.044, 0.027, 0.011, 0.011, 0.003, 0.005]"
572,191,Evening,"{""0"": 34, ""1"": 40, ""2"": 60, ""3"": 62, ""4"": 44, ""5"": 54, ""6"": 27, ""7"": 21, ""8"": 11, ""9"": 4, ""10"": 3, ""11"": 2, ""12"": 2, ""14"": 1, ""13"": 0}","{""0"": 53, ""1"": 46, ""2"": 71, ""3"": 68, ""4"": 55, ""5"": 25, ""6"": 23, ""7"": 14, ""8"": 5, ""9"": 2, ""10"": 1, ""11"": 1, ""12"": 1}","[0.093, 0.11, 0.164, 0.17, 0.121, 0.148, 0.074, 0.058, 0.03, 0.011, 0.008, 0.005, 0.005, 0.0, 0.003]","[0.145, 0.126, 0.195, 0.186, 0.151, 0.068, 0.063, 0.038, 0.014, 0.005, 0.003, 0.003, 0.003]"
573,192,Morning,"{""0"": 209, ""1"": 99, ""2"": 37, ""3"": 14, ""4"": 5, ""5"": 1}","{""0"": 290, ""1"": 63, ""2"": 11, ""3"": 1}","[0.573, 0.271, 0.101, 0.038, 0.014, 0.003]","[0.795, 0.173, 0.03, 0.003]"
574,192,Day,"{""0"": 226, ""1"": 96, ""2"": 24, ""3"": 16, ""4"": 3}","{""0"": 213, ""1"": 105, ""2"": 35, ""3"": 9, ""4"": 2, ""5"": 1}","[0.619, 0.263, 0.066, 0.044, 0.008]","[0.584, 0.288, 0.096, 0.025, 0.005, 0.003]"
575,192,Evening,"{""0"": 139, ""1"": 107, ""2"": 69, ""3"": 33, ""4"": 11, ""5"": 4, ""6"": 1, ""9"": 1, ""7"": 0, ""8"": 0}","{""0"": 127, ""1"": 100, ""2"": 73, ""3"": 42, ""4"": 11, ""5"": 5, ""6"": 4, ""8"": 1, ""9"": 1, ""10"": 1, ""7"": 0}","[0.381, 0.293, 0.189, 0.09, 0.03, 0.011, 0.003, 0.0, 0.0, 0.003]","[0.348, 0.274, 0.2, 0.115, 0.03, 0.014, 0.011, 0.0, 0.003, 0.003, 0.003]"
576,193,Morning,"{""0"": 300, ""1"": 54, ""2"": 11}","{""0"": 341, ""1"": 23, ""2"": 1}","[0.822, 0.148, 0.03]","[0.934, 0.063, 0.003]"
577,193,Day,"{""0"": 313, ""1"": 41, ""2"": 10, ""3"": 1}","{""0"": 280, ""1"": 71, ""2"": 10, ""3"": 4}","[0.858, 0.112, 0.027, 0.003]","[0.767, 0.195, 0.027, 0.011]"
578,193,Evening,"{""0"": 264, ""1"": 72, ""2"": 23, ""3"": 4, ""4"": 1, ""6"": 1, ""5"": 0}","{""0"": 247, ""1"": 87, ""2"": 26, ""3"": 4, ""5"": 1, ""4"": 0}","[0.723, 0.197, 0.063, 0.011, 0.003, 0.0, 0.003]","[0.677, 0.238, 0.071, 0.011, 0.0, 0.003]"
579,194,Morning,"{""0"": 286, ""1"": 62, ""2"": 14, ""3"": 3}","{""0"": 142, ""1"": 44, ""2"": 35, ""3"": 38, ""4"": 23, ""5"": 37, ""6"": 19, ""7"": 15, ""8"": 6, ""9"": 5, ""12"": 1, ""10"": 0, ""11"": 0}","[0.784, 0.17, 0.038, 0.008]","[0.389, 0.121, 0.096, 0.104, 0.063, 0.101, 0.052, 0.041, 0.016, 0.014, 0.0, 0.0, 0.003]"
580,194,Day,"{""0"": 201, ""1"": 88, ""2"": 50, ""3"": 18, ""4"": 5, ""5"": 3}","{""0"": 240, ""1"": 89, ""2"": 30, ""3"": 6}","[0.551, 0.241, 0.137, 0.049, 0.014, 0.008]","[0.658, 0.244, 0.082, 0.016]"
581,194,Evening,"{""0"": 141, ""1"": 82, ""2"": 42, ""3"": 37, ""4"": 28, ""5"": 16, ""6"": 10, ""7"": 5, ""8"": 3, ""10"": 1, ""9"": 0}","{""0"": 271, ""1"": 73, ""2"": 14, ""3"": 6, ""4"": 1}","[0.386, 0.225, 0.115, 0.101, 0.077, 0.044, 0.027, 0.014, 0.008, 0.0, 0.003]","[0.742, 0.2, 0.038, 0.016, 0.003]"
582,195,Morning,"{""0"": 361, ""1"": 4}","{""0"": 318, ""1"": 36, ""2"": 10, ""3"": 1}","[0.989, 0.011]","[0.871, 0.099, 0.027, 0.003]"
583,195,Day,"{""0"": 341, ""1"": 22, ""2"": 2}","{""0"": 347, ""1"": 16, ""2"": 2}","[0.934, 0.06, 0.005]","[0.951, 0.044, 0.005]"
584,195,Evening,"{""0"": 326, ""1"": 32, ""2"": 6, ""3"": 1}","{""0"": 358, ""1"": 7}","[0.893, 0.088, 0.016, 0.003]","[0.981, 0.019]"
585,196,Morning,"{""0"": 326, ""1"": 36, ""2"": 3}","{""0"": 321, ""1"": 39, ""2"": 5}","[0.893, 0.099, 0.008]","[0.879, 0.107, 0.014]"
586,196,Day,"{""0"": 297, ""1"": 53, ""2"": 12, ""3"": 3}","{""0"": 321, ""1"": 37, ""2"": 6, ""4"": 1, ""3"": 0}","[0.814, 0.145, 0.033, 0.008]","[0.879, 0.101, 0.016, 0.0, 0.003]"
587,196,Evening,"{""0"": 257, ""1"": 69, ""2"": 30, ""3"": 8, ""4"": 1}","{""0"": 242, ""1"": 86, ""2"": 32, ""3"": 4, ""4"": 1}","[0.704, 0.189, 0.082, 0.022, 0.003]","[0.663, 0.236, 0.088, 0.011, 0.003]"
588,197,Morning,"{""0"": 331, ""1"": 33, ""2"": 1}","{""0"": 332, ""1"": 32, ""2"": 1}","[0.907, 0.09, 0.003]","[0.91, 0.088, 0.003]"
589,197,Day,"{""0"": 313, ""1"": 43, ""2"": 7, ""3"": 2}","{""0"": 320, ""1"": 33, ""2"": 10, ""3"": 2}","[0.858, 0.118, 0.019, 0.005]","[0.877, 0.09, 0.027, 0.005]"
590,197,Evening,"{""0"": 281, ""1"": 62, ""2"": 18, ""3"": 4}","{""0"": 272, ""1"": 79, ""2"": 9, ""3"": 5}","[0.77, 0.17, 0.049, 0.011]","[0.745, 0.216, 0.025, 0.014]"
591,198,Morning,"{""0"": 217, ""1"": 101, ""2"": 38, ""3"": 8, ""4"": 1}","{""0"": 297, ""1"": 61, ""2"": 6, ""3"": 1}","[0.595, 0.277, 0.104, 0.022, 0.003]","[0.814, 0.167, 0.016, 0.003]"
592,198,Day,"{""0"": 261, ""1"": 86, ""2"": 17, ""3"": 1}","{""0"": 270, ""1"": 76, ""2"": 16, ""3"": 2, ""4"": 1}","[0.715, 0.236, 0.047, 0.003]","[0.74, 0.208, 0.044, 0.005, 0.003]"
593,198,Evening,"{""0"": 201, ""1"": 102, ""2"": 46, ""3"": 8, ""4"": 6, ""5"": 1, ""6"": 1}","{""0"": 160, ""1"": 106, ""2"": 72, ""3"": 17, ""4"": 8, ""5"": 1, ""7"": 1, ""6"": 0}","[0.551, 0.279, 0.126, 0.022, 0.016, 0.003, 0.003]","[0.438, 0.29, 0.197, 0.047, 0.022, 0.003, 0.0, 0.003]"
594,199,Morning,"{""0"": 267, ""1"": 78, ""2"": 18, ""3"": 2}","{""0"": 268, ""1"": 80, ""2"": 17}","[0.732, 0.214, 0.049, 0.005]","[0.734, 0.219, 0.047]"
595,199,Day,"{""0"": 223, ""1"": 113, ""2"": 21, ""3"": 8}","{""0"": 252, ""1"": 91, ""2"": 22}","[0.611, 0.31, 0.058, 0.022]","[0.69, 0.249, 0.06]"
596,199,Evening,"{""0"": 184, ""1"": 118, ""2"": 52, ""3"": 9, ""4"": 2}","{""0"": 176, ""1"": 117, ""2"": 45, ""3"": 21, ""4"": 5, ""5"": 1}","[0.504, 0.323, 0.142, 0.025, 0.005]","[0.482, 0.321, 0.123, 0.058, 0.014, 0.003]"
597,200,Morning,"{""0"": 220, ""1"": 110, ""2"": 27, ""3"": 7, ""4"": 1}","{""0"": 342, ""1"": 20, ""2"": 2, ""3"": 1}","[0.603, 0.301, 0.074, 0.019, 0.003]","[0.937, 0.055, 0.005, 0.003]"
598,200,Day,"{""0"": 276, ""1"": 68, ""2"": 16, ""3"": 5}","{""0"": 285, ""1"": 69, ""2"": 9, ""3"": 1, ""4"": 1}","[0.756, 0.186, 0.044, 0.014]","[0.781, 0.189, 0.025, 0.003, 0.003]"
599,200,Evening,"{""0"": 202, ""1"": 115, ""2"": 31, ""3"": 12, ""4"": 3, ""5"": 2}","{""0"": 146, ""1"": 127, ""2"": 56, ""3"": 28, ""4"": 6, ""5"": 2}","[0.553, 0.315, 0.085, 0.033, 0.008, 0.005]","[0.4, 0.348, 0.153, 0.077, 0.016, 0.005]"
600,201,Morning,"{""0"": 262, ""1"": 84, ""2"": 16, ""3"": 3}","{""0"": 337, ""1"": 24, ""2"": 3, ""3"": 1}","[0.718, 0.23, 0.044, 0.008]","[0.923, 0.066, 0.008, 0.003]"
601,201,Day,"{""0"": 286, ""1"": 63, ""2"": 14, ""3"": 2}","{""0"": 283, ""1"": 70, ""2"": 7, ""3"": 4, ""4"": 1}","[0.784, 0.173, 0.038, 0.005]","[0.775, 0.192, 0.019, 0.011, 0.003]"
602,201,Evening,"{""0"": 211, ""1"": 102, ""2"": 38, ""3"": 11, ""4"": 1, ""5"": 2}","{""0"": 179, ""1"": 113, ""2"": 50, ""3"": 12, ""4"": 10, ""5"": 1}","[0.578, 0.279, 0.104, 0.03, 0.003, 0.005]","[0.49, 0.31, 0.137, 0.033, 0.027, 0.003]"
603,202,Morning,"{""0"": 178, ""1"": 92, ""2"": 59, ""3"": 24, ""4"": 9, ""5"": 3}","{""0"": 152, ""1"": 80, ""2"": 58, ""3"": 32, ""4"": 26, ""5"": 13, ""6"": 3, ""7"": 1}","[0.488, 0.252, 0.162, 0.066, 0.025, 0.008]","[0.416, 0.219, 0.159, 0.088, 0.071, 0.036, 0.008, 0.003]"
604,202,Day,"{""0"": 89, ""1"": 87, ""2"": 83, ""3"": 54, ""4"": 28, ""5"": 15, ""6"": 6, ""7"": 2, ""9"": 1, ""8"": 0}","{""0"": 105, ""1"": 123, ""2"": 86, ""3"": 33, ""4"": 9, ""5"": 3, ""6"": 3, ""7"": 3}","[0.244, 0.238, 0.227, 0.148, 0.077, 0.041, 0.016, 0.005, 0.0, 0.003]","[0.288, 0.337, 0.236, 0.09, 0.025, 0.008, 0.008, 0.008]"
605,202,Evening,"{""0"": 55, ""1"": 49, ""2"": 86, ""3"": 67, ""4"": 45, ""5"": 35, ""6"": 16, ""7"": 5, ""8"": 5, ""9"": 1, ""11"": 1, ""10"": 0}","{""0"": 96, ""1"": 99, ""2"": 74, ""3"": 44, ""4"": 27, ""5"": 14, ""6"": 5, ""7"": 4, ""8"": 1, ""9"": 1}","[0.151, 0.134, 0.236, 0.184, 0.123, 0.096, 0.044, 0.014, 0.014, 0.003, 0.0, 0.003]","[0.263, 0.271, 0.203, 0.121, 0.074, 0.038, 0.014, 0.011, 0.003, 0.003]"
606,203,Morning,"{""0"": 361, ""1"": 4}","{""0"": 355, ""1"": 10}","[0.989, 0.011]","[0.973, 0.027]"
607,203,Day,"{""0"": 351, ""1"": 13, ""2"": 1}","{""0"": 344, ""1"": 17, ""2"": 4}","[0.962, 0.036, 0.003]","[0.942, 0.047, 0.011]"
608,203,Evening,"{""0"": 330, ""1"": 32, ""2"": 3}","{""0"": 333, ""1"": 29, ""2"": 2, ""3"": 1}","[0.904, 0.088, 0.008]","[0.912, 0.079, 0.005, 0.003]"
609,204,Morning,"{""0"": 194, ""1"": 88, ""2"": 43, ""3"": 23, ""4"": 12, ""5"": 3, ""6"": 1, ""9"": 1, ""7"": 0, ""8"": 0}","{""0"": 115, ""1"": 26, ""2"": 9, ""3"": 20, ""4"": 20, ""5"": 22, ""6"": 19, ""7"": 14, ""8"": 24, ""9"": 21, ""10"": 17, ""11"": 18, ""12"": 17, ""13"": 11, ""14"": 2, ""15"": 3, ""16"": 4, ""17"": 2, ""18"": 1}","[0.532, 0.241, 0.118, 0.063, 0.033, 0.008, 0.003, 0.0, 0.0, 0.003]","[0.315, 0.071, 0.025, 0.055, 0.055, 0.06, 0.052, 0.038, 0.066, 0.058, 0.047, 0.049, 0.047, 0.03, 0.005, 0.008, 0.011, 0.005, 0.003]"
610,204,Day,"{""0"": 101, ""1"": 99, ""2"": 61, ""3"": 48, ""4"": 25, ""5"": 16, ""6"": 8, ""7"": 4, ""8"": 1, ""9"": 1, ""10"": 1}","{""0"": 123, ""1"": 99, ""2"": 80, ""3"": 36, ""4"": 14, ""5"": 7, ""6"": 4, ""7"": 1, ""8"": 1}","[0.277, 0.271, 0.167, 0.132, 0.068, 0.044, 0.022, 0.011, 0.003, 0.003, 0.003]","[0.337, 0.271, 0.219, 0.099, 0.038, 0.019, 0.011, 0.003, 0.003]"
611,204,Evening,"{""0"": 64, ""1"": 39, ""2"": 39, ""3"": 35, ""4"": 38, ""5"": 33, ""6"": 32, ""7"": 26, ""8"": 19, ""9"": 14, ""10"": 10, ""11"": 9, ""12"": 5, ""13"": 1, ""14"": 1}","{""0"": 117, ""1"": 99, ""2"": 78, ""3"": 47, ""4"": 9, ""5"": 13, ""6"": 2}","[0.175, 0.107, 0.107, 0.096, 0.104, 0.09, 0.088, 0.071, 0.052, 0.038, 0.027, 0.025, 0.014, 0.003, 0.003]","[0.321, 0.271, 0.214, 0.129, 0.025, 0.036, 0.005]"
612,205,Morning,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 358, ""1"": 6, ""2"": 1}","[0.934, 0.063, 0.003]","[0.981, 0.016, 0.003]"
613,205,Day,"{""0"": 338, ""1"": 27}","{""0"": 343, ""1"": 21, ""2"": 1}","[0.926, 0.074]","[0.94, 0.058, 0.003]"
614,205,Evening,"{""0"": 331, ""1"": 31, ""2"": 3}","{""0"": 317, ""1"": 44, ""2"": 4}","[0.907, 0.085, 0.008]","[0.868, 0.121, 0.011]"
615,206,Morning,"{""0"": 342, ""1"": 23}","{""0"": 357, ""1"": 8}","[0.937, 0.063]","[0.978, 0.022]"
616,206,Day,"{""0"": 353, ""1"": 9, ""2"": 3}","{""0"": 352, ""1"": 12, ""2"": 1}","[0.967, 0.025, 0.008]","[0.964, 0.033, 0.003]"
617,206,Evening,"{""0"": 338, ""1"": 24, ""2"": 3}","{""0"": 321, ""1"": 37, ""2"": 7}","[0.926, 0.066, 0.008]","[0.879, 0.101, 0.019]"
618,207,Morning,"{""0"": 267, ""1"": 76, ""2"": 17, ""3"": 3, ""4"": 1, ""6"": 1, ""5"": 0}","{""0"": 321, ""1"": 35, ""2"": 6, ""3"": 2, ""6"": 1, ""4"": 0, ""5"": 0}","[0.732, 0.208, 0.047, 0.008, 0.003, 0.0, 0.003]","[0.879, 0.096, 0.016, 0.005, 0.0, 0.0, 0.003]"
619,207,Day,"{""0"": 276, ""1"": 69, ""2"": 16, ""3"": 2, ""4"": 1, ""5"": 1}","{""0"": 282, ""1"": 65, ""2"": 14, ""3"": 2, ""5"": 2, ""4"": 0}","[0.756, 0.189, 0.044, 0.005, 0.003, 0.003]","[0.773, 0.178, 0.038, 0.005, 0.0, 0.005]"
620,207,Evening,"{""0"": 243, ""1"": 83, ""2"": 30, ""3"": 7, ""4"": 1, ""6"": 1, ""5"": 0}","{""0"": 212, ""1"": 97, ""2"": 40, ""3"": 13, ""4"": 2, ""5"": 1}","[0.666, 0.227, 0.082, 0.019, 0.003, 0.0, 0.003]","[0.581, 0.266, 0.11, 0.036, 0.005, 0.003]"
621,208,Morning,"{""0"": 263, ""1"": 75, ""2"": 20, ""3"": 6, ""4"": 1}","{""0"": 349, ""1"": 13, ""2"": 3}","[0.721, 0.205, 0.055, 0.016, 0.003]","[0.956, 0.036, 0.008]"
622,208,Day,"{""0"": 302, ""1"": 49, ""2"": 10, ""3"": 4}","{""0"": 307, ""1"": 44, ""2"": 13, ""3"": 1}","[0.827, 0.134, 0.027, 0.011]","[0.841, 0.121, 0.036, 0.003]"
623,208,Evening,"{""0"": 268, ""1"": 75, ""2"": 17, ""3"": 3, ""4"": 1, ""5"": 1}","{""0"": 212, ""1"": 106, ""2"": 34, ""3"": 10, ""4"": 2, ""5"": 1}","[0.734, 0.205, 0.047, 0.008, 0.003, 0.003]","[0.581, 0.29, 0.093, 0.027, 0.005, 0.003]"
624,209,Morning,"{""0"": 240, ""1"": 95, ""2"": 22, ""3"": 6, ""4"": 2}","{""0"": 329, ""1"": 31, ""2"": 4, ""3"": 1}","[0.658, 0.26, 0.06, 0.016, 0.005]","[0.901, 0.085, 0.011, 0.003]"
625,209,Day,"{""0"": 247, ""1"": 79, ""2"": 28, ""3"": 7, ""4"": 2, ""5"": 1, ""6"": 1}","{""0"": 230, ""1"": 101, ""2"": 25, ""3"": 6, ""4"": 2, ""5"": 1}","[0.677, 0.216, 0.077, 0.019, 0.005, 0.003, 0.003]","[0.63, 0.277, 0.068, 0.016, 0.005, 0.003]"
626,209,Evening,"{""0"": 172, ""1"": 97, ""2"": 69, ""3"": 18, ""4"": 9}","{""0"": 150, ""1"": 98, ""2"": 74, ""3"": 30, ""4"": 7, ""5"": 5, ""6"": 1}","[0.471, 0.266, 0.189, 0.049, 0.025]","[0.411, 0.268, 0.203, 0.082, 0.019, 0.014, 0.003]"
627,210,Morning,"{""0"": 347, ""1"": 18}","{""0"": 356, ""1"": 9}","[0.951, 0.049]","[0.975, 0.025]"
628,210,Day,"{""0"": 344, ""1"": 18, ""2"": 3}","{""0"": 345, ""1"": 17, ""2"": 3}","[0.942, 0.049, 0.008]","[0.945, 0.047, 0.008]"
629,210,Evening,"{""0"": 331, ""1"": 30, ""2"": 3, ""3"": 1}","{""0"": 318, ""1"": 39, ""2"": 8}","[0.907, 0.082, 0.008, 0.003]","[0.871, 0.107, 0.022]"
630,211,Morning,"{""0"": 358, ""1"": 7}","{""0"": 324, ""1"": 30, ""2"": 7, ""3"": 3, ""4"": 1}","[0.981, 0.019]","[0.888, 0.082, 0.019, 0.008, 0.003]"
631,211,Day,"{""0"": 341, ""1"": 20, ""2"": 4}","{""0"": 333, ""1"": 28, ""2"": 3, ""3"": 1}","[0.934, 0.055, 0.011]","[0.912, 0.077, 0.008, 0.003]"
632,211,Evening,"{""0"": 313, ""1"": 43, ""2"": 9}","{""0"": 344, ""1"": 19, ""2"": 2}","[0.858, 0.118, 0.025]","[0.942, 0.052, 0.005]"
633,212,Morning,"{""0"": 337, ""1"": 27, ""2"": 1}","{""0"": 357, ""1"": 8}","[0.923, 0.074, 0.003]","[0.978, 0.022]"
634,212,Day,"{""0"": 337, ""1"": 25, ""2"": 3}","{""0"": 341, ""1"": 21, ""2"": 3}","[0.923, 0.068, 0.008]","[0.934, 0.058, 0.008]"
635,212,Evening,"{""0"": 295, ""1"": 60, ""2"": 7, ""3"": 3}","{""0"": 279, ""1"": 64, ""2"": 17, ""3"": 5}","[0.808, 0.164, 0.019, 0.008]","[0.764, 0.175, 0.047, 0.014]"
636,213,Morning,"{""0"": 258, ""1"": 86, ""2"": 18, ""3"": 1, ""4"": 2}","{""0"": 335, ""1"": 29, ""2"": 1}","[0.707, 0.236, 0.049, 0.003, 0.005]","[0.918, 0.079, 0.003]"
637,213,Day,"{""0"": 268, ""1"": 78, ""2"": 14, ""3"": 5}","{""0"": 275, ""1"": 73, ""2"": 16, ""3"": 1}","[0.734, 0.214, 0.038, 0.014]","[0.753, 0.2, 0.044, 0.003]"
638,213,Evening,"{""0"": 210, ""1"": 105, ""2"": 33, ""3"": 11, ""4"": 5, ""5"": 1}","{""0"": 140, ""1"": 124, ""2"": 65, ""3"": 23, ""4"": 9, ""5"": 4}","[0.575, 0.288, 0.09, 0.03, 0.014, 0.003]","[0.384, 0.34, 0.178, 0.063, 0.025, 0.011]"
639,214,Morning,"{""0"": 297, ""1"": 54, ""2"": 12, ""3"": 1, ""4"": 1}","{""0"": 336, ""1"": 27, ""2"": 2}","[0.814, 0.148, 0.033, 0.003, 0.003]","[0.921, 0.074, 0.005]"
640,214,Day,"{""0"": 309, ""1"": 48, ""2"": 6, ""3"": 2}","{""0"": 319, ""1"": 42, ""2"": 4}","[0.847, 0.132, 0.016, 0.005]","[0.874, 0.115, 0.011]"
641,214,Evening,"{""0"": 279, ""1"": 71, ""2"": 14, ""3"": 1}","{""0"": 268, ""1"": 73, ""2"": 19, ""3"": 3, ""4"": 1, ""5"": 1}","[0.764, 0.195, 0.038, 0.003]","[0.734, 0.2, 0.052, 0.008, 0.003, 0.003]"
642,215,Morning,"{""0"": 334, ""1"": 26, ""2"": 4, ""3"": 1}","{""0"": 361, ""1"": 2, ""2"": 2}","[0.915, 0.071, 0.011, 0.003]","[0.989, 0.005, 0.005]"
643,215,Day,"{""0"": 334, ""1"": 27, ""2"": 4}","{""0"": 342, ""1"": 22, ""2"": 1}","[0.915, 0.074, 0.011]","[0.937, 0.06, 0.003]"
644,215,Evening,"{""0"": 313, ""1"": 43, ""2"": 9}","{""0"": 281, ""1"": 70, ""2"": 13, ""3"": 1}","[0.858, 0.118, 0.025]","[0.77, 0.192, 0.036, 0.003]"
645,216,Morning,"{""0"": 202, ""1"": 128, ""2"": 29, ""3"": 6}","{""0"": 353, ""1"": 12}","[0.553, 0.351, 0.079, 0.016]","[0.967, 0.033]"
646,216,Day,"{""0"": 298, ""1"": 60, ""2"": 7}","{""0"": 309, ""1"": 48, ""2"": 8}","[0.816, 0.164, 0.019]","[0.847, 0.132, 0.022]"
647,216,Evening,"{""0"": 259, ""1"": 78, ""2"": 21, ""3"": 6, ""4"": 1}","{""0"": 141, ""1"": 153, ""2"": 52, ""3"": 16, ""4"": 3}","[0.71, 0.214, 0.058, 0.016, 0.003]","[0.386, 0.419, 0.142, 0.044, 0.008]"
648,217,Morning,"{""0"": 312, ""1"": 46, ""2"": 7}","{""0"": 193, ""1"": 22, ""2"": 10, ""3"": 16, ""4"": 23, ""5"": 23, ""6"": 28, ""7"": 25, ""8"": 14, ""9"": 11}","[0.855, 0.126, 0.019]","[0.529, 0.06, 0.027, 0.044, 0.063, 0.063, 0.077, 0.068, 0.038, 0.03]"
649,217,Day,"{""0"": 202, ""1"": 50, ""2"": 45, ""3"": 34, ""4"": 18, ""5"": 5, ""6"": 9, ""7"": 2}","{""0"": 207, ""1"": 82, ""2"": 46, ""3"": 24, ""4"": 5, ""5"": 1}","[0.553, 0.137, 0.123, 0.093, 0.049, 0.014, 0.025, 0.005]","[0.567, 0.225, 0.126, 0.066, 0.014, 0.003]"
650,217,Evening,"{""0"": 191, ""1"": 49, ""2"": 36, ""3"": 26, ""4"": 40, ""5"": 17, ""6"": 6}","{""0"": 256, ""1"": 78, ""2"": 24, ""3"": 7}","[0.523, 0.134, 0.099, 0.071, 0.11, 0.047, 0.016]","[0.701, 0.214, 0.066, 0.019]"
651,218,Morning,"{""0"": 354, ""1"": 11}","{""0"": 319, ""1"": 44, ""2"": 2}","[0.97, 0.03]","[0.874, 0.121, 0.005]"
652,218,Day,"{""0"": 340, ""1"": 23, ""2"": 2}","{""0"": 335, ""1"": 27, ""2"": 3}","[0.932, 0.063, 0.005]","[0.918, 0.074, 0.008]"
653,218,Evening,"{""0"": 320, ""1"": 37, ""2"": 6, ""3"": 2}","{""0"": 342, ""1"": 20, ""2"": 3}","[0.877, 0.101, 0.016, 0.005]","[0.937, 0.055, 0.008]"
654,219,Morning,"{""0"": 356, ""1"": 8, ""2"": 1}","{""0"": 358, ""1"": 6, ""2"": 1}","[0.975, 0.022, 0.003]","[0.981, 0.016, 0.003]"
655,219,Day,"{""0"": 350, ""1"": 13, ""2"": 2}","{""0"": 355, ""1"": 9, ""3"": 1, ""2"": 0}","[0.959, 0.036, 0.005]","[0.973, 0.025, 0.0, 0.003]"
656,219,Evening,"{""0"": 318, ""1"": 35, ""2"": 11, ""3"": 1}","{""0"": 304, ""1"": 46, ""2"": 11, ""3"": 3, ""4"": 1}","[0.871, 0.096, 0.03, 0.003]","[0.833, 0.126, 0.03, 0.008, 0.003]"
657,220,Morning,"{""0"": 337, ""1"": 26, ""2"": 2}","{""0"": 359, ""1"": 5, ""2"": 1}","[0.923, 0.071, 0.005]","[0.984, 0.014, 0.003]"
658,220,Day,"{""0"": 333, ""1"": 28, ""2"": 4}","{""0"": 333, ""1"": 29, ""2"": 3}","[0.912, 0.077, 0.011]","[0.912, 0.079, 0.008]"
659,220,Evening,"{""0"": 309, ""1"": 49, ""2"": 7}","{""0"": 298, ""1"": 56, ""2"": 11}","[0.847, 0.134, 0.019]","[0.816, 0.153, 0.03]"
660,221,Morning,"{""0"": 262, ""1"": 71, ""2"": 26, ""3"": 5, ""4"": 1}","{""0"": 245, ""1"": 73, ""2"": 38, ""3"": 9}","[0.718, 0.195, 0.071, 0.014, 0.003]","[0.671, 0.2, 0.104, 0.025]"
661,221,Day,"{""0"": 306, ""1"": 43, ""2"": 13, ""3"": 3}","{""0"": 309, ""1"": 49, ""2"": 6, ""3"": 1}","[0.838, 0.118, 0.036, 0.008]","[0.847, 0.134, 0.016, 0.003]"
662,221,Evening,"{""0"": 239, ""1"": 83, ""2"": 31, ""3"": 8, ""4"": 4}","{""0"": 243, ""1"": 89, ""2"": 27, ""3"": 5, ""5"": 1, ""4"": 0}","[0.655, 0.227, 0.085, 0.022, 0.011]","[0.666, 0.244, 0.074, 0.014, 0.0, 0.003]"
663,222,Morning,"{""0"": 318, ""1"": 42, ""2"": 4, ""3"": 1}","{""0"": 358, ""1"": 7}","[0.871, 0.115, 0.011, 0.003]","[0.981, 0.019]"
664,222,Day,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 333, ""1"": 29, ""2"": 3}","[0.934, 0.063, 0.003]","[0.912, 0.079, 0.008]"
665,222,Evening,"{""0"": 317, ""1"": 42, ""2"": 3, ""3"": 2, ""4"": 1}","{""0"": 288, ""1"": 66, ""2"": 6, ""3"": 3, ""4"": 2}","[0.868, 0.115, 0.008, 0.005, 0.003]","[0.789, 0.181, 0.016, 0.008, 0.005]"
666,223,Morning,"{""0"": 280, ""1"": 74, ""2"": 8, ""3"": 2, ""4"": 1}","{""0"": 345, ""1"": 18, ""2"": 2}","[0.767, 0.203, 0.022, 0.005, 0.003]","[0.945, 0.049, 0.005]"
667,223,Day,"{""0"": 300, ""1"": 58, ""2"": 6, ""3"": 1}","{""0"": 295, ""1"": 59, ""2"": 10, ""3"": 1}","[0.822, 0.159, 0.016, 0.003]","[0.808, 0.162, 0.027, 0.003]"
668,223,Evening,"{""0"": 260, ""1"": 84, ""2"": 17, ""3"": 4}","{""0"": 223, ""1"": 94, ""2"": 39, ""3"": 7, ""4"": 2}","[0.712, 0.23, 0.047, 0.011]","[0.611, 0.258, 0.107, 0.019, 0.005]"
669,224,Morning,"{""0"": 361, ""1"": 4}","{""0"": 347, ""1"": 18}","[0.989, 0.011]","[0.951, 0.049]"
