,Zone,Period,Pickup occurences,Delivery occurences
1253,53,5,"{""0"": 316, ""1"": 46, ""2"": 3}","{""0"": 343, ""1"": 20, ""2"": 2}"
1254,53,6,"{""0"": 288, ""1"": 65, ""2"": 12}","{""0"": 342, ""1"": 22, ""2"": 1}"
1255,53,7,"{""0"": 289, ""1"": 63, ""2"": 12, ""4"": 1}","{""0"": 351, ""1"": 14}"
1256,53,8,"{""0"": 314, ""1"": 41, ""2"": 10}","{""0"": 346, ""1"": 19}"
1257,53,9,"{""0"": 331, ""1"": 32, ""2"": 2}","{""0"": 343, ""1"": 20, ""2"": 2}"
1258,53,10,"{""0"": 326, ""1"": 38, ""3"": 1}","{""0"": 343, ""1"": 20, ""2"": 2}"
1259,53,11,"{""0"": 318, ""1"": 41, ""2"": 5, ""4"": 1}","{""0"": 340, ""1"": 24, ""2"": 1}"
1260,53,12,"{""0"": 311, ""1"": 45, ""2"": 8, ""3"": 1}","{""0"": 328, ""1"": 34, ""2"": 3}"
1261,53,13,"{""0"": 307, ""1"": 48, ""2"": 9, ""4"": 1}","{""0"": 317, ""1"": 42, ""2"": 3, ""3"": 3}"
1262,53,14,"{""0"": 309, ""1"": 46, ""2"": 10}","{""0"": 300, ""1"": 56, ""2"": 9}"
1263,53,15,"{""0"": 299, ""1"": 61, ""2"": 5}","{""0"": 277, ""1"": 72, ""2"": 15, ""3"": 1}"
1264,53,16,"{""0"": 291, ""1"": 63, ""2"": 11}","{""0"": 270, ""1"": 82, ""2"": 11, ""3"": 2}"
1265,53,17,"{""0"": 276, ""1"": 72, ""2"": 15, ""3"": 2}","{""0"": 291, ""1"": 63, ""2"": 9, ""3"": 2}"
1266,53,18,"{""0"": 289, ""1"": 61, ""2"": 12, ""3"": 2, ""4"": 1}","{""0"": 296, ""1"": 60, ""2"": 8, ""3"": 1}"
1267,53,19,"{""0"": 308, ""1"": 55, ""2"": 2}","{""0"": 301, ""1"": 54, ""2"": 8, ""3"": 2}"
1268,53,20,"{""0"": 318, ""1"": 46, ""2"": 1}","{""0"": 307, ""1"": 51, ""2"": 7}"
1269,53,21,"{""0"": 324, ""1"": 35, ""2"": 6}","{""0"": 320, ""1"": 39, ""2"": 6}"
1270,53,22,"{""0"": 335, ""1"": 26, ""2"": 4}","{""0"": 334, ""1"": 25, ""2"": 6}"
1271,53,23,"{""0"": 356, ""1"": 9}","{""0"": 354, ""1"": 9, ""2"": 2}"
1272,54,0,"{""0"": 360, ""1"": 5}","{""0"": 364, ""1"": 1}"
1273,54,1,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
1274,54,2,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
1275,54,3,"{""0"": 365}","{""0"": 365}"
1276,54,4,"{""0"": 358, ""1"": 7}","{""0"": 365}"
1277,54,5,"{""0"": 346, ""1"": 19}","{""0"": 364, ""1"": 1}"
1278,54,6,"{""0"": 279, ""1"": 74, ""2"": 12}","{""0"": 321, ""1"": 44}"
1279,54,7,"{""0"": 220, ""1"": 102, ""2"": 34, ""3"": 8, ""4"": 1}","{""0"": 299, ""1"": 66}"
1280,54,8,"{""0"": 250, ""1"": 88, ""2"": 22, ""3"": 3, ""4"": 2}","{""0"": 325, ""1"": 38, ""2"": 2}"
1281,54,9,"{""0"": 317, ""1"": 41, ""2"": 7}","{""0"": 333, ""1"": 30, ""2"": 2}"
1282,54,10,"{""0"": 329, ""1"": 34, ""2"": 2}","{""0"": 333, ""1"": 32}"
1283,54,11,"{""0"": 325, ""1"": 37, ""2"": 3}","{""0"": 334, ""1"": 30, ""2"": 1}"
1284,54,12,"{""0"": 320, ""1"": 41, ""2"": 4}","{""0"": 327, ""1"": 37, ""2"": 1}"
1285,54,13,"{""0"": 326, ""1"": 35, ""2"": 4}","{""0"": 310, ""1"": 51, ""2"": 4}"
1286,54,14,"{""0"": 320, ""1"": 40, ""2"": 5}","{""0"": 291, ""1"": 64, ""2"": 9, ""3"": 1}"
1287,54,15,"{""0"": 295, ""1"": 63, ""2"": 7}","{""0"": 234, ""1"": 108, ""2"": 22, ""3"": 1}"
1288,54,16,"{""0"": 289, ""1"": 68, ""2"": 7, ""3"": 1}","{""0"": 224, ""1"": 104, ""2"": 32, ""3"": 5}"
1289,54,17,"{""0"": 291, ""1"": 66, ""2"": 8}","{""0"": 245, ""1"": 99, ""2"": 19, ""3"": 2}"
1290,54,18,"{""0"": 301, ""1"": 56, ""2"": 8}","{""0"": 250, ""1"": 107, ""2"": 7, ""3"": 1}"
1291,54,19,"{""0"": 300, ""1"": 61, ""2"": 4}","{""0"": 275, ""1"": 77, ""2"": 12, ""3"": 1}"
1292,54,20,"{""0"": 310, ""1"": 48, ""2"": 7}","{""0"": 298, ""1"": 54, ""2"": 12, ""3"": 1}"
1293,54,21,"{""0"": 328, ""1"": 33, ""2"": 4}","{""0"": 310, ""1"": 50, ""2"": 4, ""3"": 1}"
1294,54,22,"{""0"": 343, ""1"": 22}","{""0"": 337, ""1"": 26, ""2"": 2}"
1295,54,23,"{""0"": 360, ""1"": 5}","{""0"": 360, ""1"": 5}"
1296,55,0,"{""0"": 363, ""1"": 1, ""2"": 1}","{""0"": 358, ""1"": 7}"
1297,55,1,"{""0"": 362, ""1"": 3}","{""0"": 361, ""1"": 4}"
1298,55,2,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
1299,55,3,"{""0"": 364, ""1"": 1}","{""0"": 365}"
1300,55,4,"{""0"": 359, ""1"": 6}","{""0"": 364, ""1"": 1}"
1301,55,5,"{""0"": 345, ""1"": 18, ""2"": 2}","{""0"": 362, ""1"": 3}"
1302,55,6,"{""0"": 312, ""1"": 46, ""2"": 7}","{""0"": 359, ""1"": 6}"
1303,55,7,"{""0"": 290, ""1"": 70, ""2"": 5}","{""0"": 356, ""1"": 9}"
1304,55,8,"{""0"": 320, ""1"": 42, ""2"": 3}","{""0"": 353, ""1"": 12}"
1305,55,9,"{""0"": 341, ""1"": 22, ""2"": 2}","{""0"": 344, ""1"": 21}"
1306,55,10,"{""0"": 330, ""1"": 31, ""2"": 3, ""3"": 1}","{""0"": 328, ""1"": 36, ""2"": 1}"
1307,55,11,"{""0"": 329, ""1"": 26, ""2"": 9, ""3"": 1}","{""0"": 319, ""1"": 44, ""2"": 2}"
1308,55,12,"{""0"": 321, ""1"": 40, ""2"": 3, ""3"": 1}","{""0"": 308, ""1"": 55, ""2"": 2}"
1309,55,13,"{""0"": 322, ""1"": 41, ""2"": 1, ""3"": 1}","{""0"": 302, ""1"": 59, ""2"": 4}"
1310,55,14,"{""0"": 324, ""1"": 38, ""2"": 3}","{""0"": 299, ""1"": 60, ""2"": 5, ""3"": 1}"
1311,55,15,"{""0"": 312, ""1"": 51, ""2"": 1, ""3"": 1}","{""0"": 281, ""1"": 75, ""2"": 8, ""3"": 1}"
1312,55,16,"{""0"": 307, ""1"": 51, ""2"": 6, ""3"": 1}","{""0"": 277, ""1"": 76, ""2"": 12}"
1313,55,17,"{""0"": 309, ""1"": 51, ""2"": 5}","{""0"": 287, ""1"": 62, ""2"": 16}"
1314,55,18,"{""0"": 319, ""1"": 44, ""2"": 2}","{""0"": 299, ""1"": 53, ""2"": 12, ""3"": 1}"
1315,55,19,"{""0"": 325, ""1"": 36, ""2"": 4}","{""0"": 316, ""1"": 46, ""2"": 2, ""3"": 1}"
1316,55,20,"{""0"": 331, ""1"": 31, ""2"": 3}","{""0"": 333, ""1"": 31, ""2"": 1}"
1317,55,21,"{""0"": 335, ""1"": 29, ""2"": 1}","{""0"": 343, ""1"": 21, ""2"": 1}"
1318,55,22,"{""0"": 342, ""1"": 23}","{""0"": 346, ""1"": 18, ""2"": 1}"
1319,55,23,"{""0"": 358, ""1"": 7}","{""0"": 355, ""1"": 10}"
1320,56,0,"{""0"": 359, ""1"": 6}","{""0"": 360, ""1"": 5}"
1321,56,1,"{""0"": 362, ""1"": 3}","{""0"": 361, ""1"": 4}"
1322,56,2,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}"
1323,56,3,"{""0"": 365}","{""0"": 364, ""1"": 1}"
1324,56,4,"{""0"": 362, ""1"": 3}","{""0"": 365}"
1325,56,5,"{""0"": 360, ""1"": 5}","{""0"": 365}"
1326,56,6,"{""0"": 353, ""1"": 12}","{""0"": 365}"
1327,56,7,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 353, ""1"": 12}"
1328,56,8,"{""0"": 352, ""1"": 13}","{""0"": 330, ""1"": 31, ""2"": 4}"
1329,56,9,"{""0"": 348, ""1"": 17}","{""0"": 319, ""1"": 42, ""2"": 4}"
1330,56,10,"{""0"": 334, ""1"": 29, ""2"": 2}","{""0"": 329, ""1"": 32, ""2"": 4}"
1331,56,11,"{""0"": 328, ""1"": 36, ""2"": 1}","{""0"": 319, ""1"": 44, ""2"": 2}"
1332,56,12,"{""0"": 330, ""1"": 35}","{""0"": 316, ""1"": 48, ""2"": 1}"
1333,56,13,"{""0"": 320, ""1"": 45}","{""0"": 331, ""1"": 33, ""2"": 1}"
1334,56,14,"{""0"": 312, ""1"": 48, ""2"": 4, ""3"": 1}","{""0"": 333, ""1"": 29, ""2"": 2, ""3"": 1}"
1335,56,15,"{""0"": 313, ""1"": 46, ""2"": 5, ""3"": 1}","{""0"": 325, ""1"": 33, ""2"": 7}"
1336,56,16,"{""0"": 315, ""1"": 45, ""2"": 5}","{""0"": 313, ""1"": 44, ""2"": 7, ""3"": 1}"
1337,56,17,"{""0"": 314, ""1"": 48, ""2"": 3}","{""0"": 317, ""1"": 44, ""2"": 3, ""3"": 1}"
1338,56,18,"{""0"": 322, ""1"": 40, ""2"": 3}","{""0"": 337, ""1"": 26, ""2"": 2}"
1339,56,19,"{""0"": 328, ""1"": 33, ""2"": 4}","{""0"": 340, ""1"": 24, ""2"": 1}"
1340,56,20,"{""0"": 330, ""1"": 32, ""2"": 3}","{""0"": 332, ""1"": 32, ""2"": 1}"
1341,56,21,"{""0"": 337, ""1"": 27, ""2"": 1}","{""0"": 341, ""1"": 24}"
1342,56,22,"{""0"": 351, ""1"": 14}","{""0"": 354, ""1"": 11}"
1343,56,23,"{""0"": 362, ""1"": 3}","{""0"": 359, ""1"": 6}"
1344,57,0,"{""0"": 365}","{""0"": 365}"
1345,57,1,"{""0"": 365}","{""0"": 365}"
1346,57,2,"{""0"": 365}","{""0"": 365}"
1347,57,3,"{""0"": 365}","{""0"": 365}"
1348,57,4,"{""0"": 363, ""1"": 2}","{""0"": 365}"
1349,57,5,"{""0"": 362, ""1"": 3}","{""0"": 363, ""1"": 2}"
1350,57,6,"{""0"": 361, ""1"": 4}","{""0"": 359, ""1"": 6}"
1351,57,7,"{""0"": 361, ""1"": 4}","{""0"": 355, ""1"": 10}"
1352,57,8,"{""0"": 360, ""1"": 5}","{""0"": 355, ""1"": 10}"
1353,57,9,"{""0"": 358, ""1"": 7}","{""0"": 350, ""1"": 15}"
1354,57,10,"{""0"": 359, ""1"": 6}","{""0"": 347, ""1"": 18}"
1355,57,11,"{""0"": 356, ""1"": 8, ""2"": 1}","{""0"": 352, ""1"": 13}"
1356,57,12,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 356, ""1"": 9}"
1357,57,13,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 359, ""1"": 5, ""2"": 1}"
1358,57,14,"{""0"": 347, ""1"": 18}","{""0"": 355, ""1"": 9, ""2"": 1}"
1359,57,15,"{""0"": 347, ""1"": 18}","{""0"": 350, ""1"": 15}"
1360,57,16,"{""0"": 349, ""1"": 14, ""2"": 1, ""3"": 1}","{""0"": 353, ""1"": 12}"
1361,57,17,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 359, ""1"": 6}"
1362,57,18,"{""0"": 356, ""1"": 9}","{""0"": 358, ""1"": 7}"
1363,57,19,"{""0"": 361, ""1"": 3, ""2"": 1}","{""0"": 358, ""1"": 7}"
1364,57,20,"{""0"": 361, ""1"": 4}","{""0"": 359, ""1"": 6}"
1365,57,21,"{""0"": 360, ""1"": 5}","{""0"": 360, ""1"": 5}"
1366,57,22,"{""0"": 363, ""1"": 2}","{""0"": 364, ""1"": 1}"
1367,57,23,"{""0"": 365}","{""0"": 365}"
1368,58,0,"{""0"": 362, ""1"": 3}","{""0"": 361, ""1"": 4}"
1369,58,1,"{""0"": 363, ""1"": 2}","{""0"": 363, ""1"": 2}"
1370,58,2,"{""0"": 363, ""1"": 2}","{""0"": 364, ""1"": 1}"
1371,58,3,"{""0"": 364, ""1"": 1}","{""0"": 365}"
1372,58,4,"{""0"": 357, ""1"": 8}","{""0"": 363, ""1"": 2}"
1373,58,5,"{""0"": 356, ""1"": 9}","{""0"": 349, ""1"": 16}"
1374,58,6,"{""0"": 351, ""1"": 14}","{""0"": 340, ""1"": 23, ""2"": 2}"
1375,58,7,"{""0"": 336, ""1"": 29}","{""0"": 339, ""1"": 23, ""2"": 3}"
1376,58,8,"{""0"": 334, ""1"": 31}","{""0"": 328, ""1"": 35, ""2"": 1, ""3"": 1}"
1377,58,9,"{""0"": 345, ""1"": 20}","{""0"": 330, ""1"": 34, ""3"": 1}"
1378,58,10,"{""0"": 344, ""1"": 21}","{""0"": 339, ""1"": 23, ""2"": 3}"
1379,58,11,"{""0"": 331, ""1"": 32, ""2"": 2}","{""0"": 335, ""1"": 27, ""2"": 3}"
1380,58,12,"{""0"": 331, ""1"": 31, ""2"": 3}","{""0"": 334, ""1"": 30, ""2"": 1}"
1381,58,13,"{""0"": 324, ""1"": 37, ""2"": 4}","{""0"": 334, ""1"": 29, ""2"": 2}"
1382,58,14,"{""0"": 313, ""1"": 42, ""2"": 9, ""3"": 1}","{""0"": 325, ""1"": 37, ""2"": 2, ""3"": 1}"
1383,58,15,"{""0"": 308, ""1"": 52, ""2"": 5}","{""0"": 326, ""1"": 36, ""2"": 3}"
1384,58,16,"{""0"": 319, ""1"": 41, ""2"": 5}","{""0"": 328, ""1"": 34, ""2"": 3}"
1385,58,17,"{""0"": 322, ""1"": 42, ""2"": 1}","{""0"": 317, ""1"": 44, ""2"": 4}"
1386,58,18,"{""0"": 335, ""1"": 28, ""2"": 2}","{""0"": 320, ""1"": 40, ""2"": 4, ""3"": 1}"
1387,58,19,"{""0"": 343, ""1"": 21, ""3"": 1}","{""0"": 330, ""1"": 27, ""2"": 8}"
1388,58,20,"{""0"": 340, ""1"": 22, ""2"": 2, ""3"": 1}","{""0"": 332, ""1"": 31, ""2"": 2}"
1389,58,21,"{""0"": 338, ""1"": 25, ""2"": 2}","{""0"": 345, ""1"": 19, ""2"": 1}"
1390,58,22,"{""0"": 348, ""1"": 17}","{""0"": 353, ""1"": 11, ""2"": 1}"
1391,58,23,"{""0"": 361, ""1"": 4}","{""0"": 359, ""1"": 5, ""2"": 1}"
1392,59,0,"{""0"": 364, ""1"": 1}","{""0"": 360, ""1"": 5}"
1393,59,1,"{""0"": 364, ""1"": 1}","{""0"": 360, ""1"": 5}"
1394,59,2,"{""0"": 364, ""1"": 1}","{""0"": 362, ""1"": 3}"
1395,59,3,"{""0"": 364, ""1"": 1}","{""0"": 365}"
1396,59,4,"{""0"": 364, ""1"": 1}","{""0"": 365}"
1397,59,5,"{""0"": 362, ""1"": 3}","{""0"": 363, ""1"": 2}"
1398,59,6,"{""0"": 356, ""1"": 9}","{""0"": 360, ""1"": 5}"
1399,59,7,"{""0"": 344, ""1"": 20, ""2"": 1}","{""0"": 359, ""1"": 5, ""3"": 1}"
1400,59,8,"{""0"": 340, ""1"": 22, ""2"": 2, ""3"": 1}","{""0"": 353, ""1"": 11, ""3"": 1}"
1401,59,9,"{""0"": 345, ""1"": 17, ""2"": 3}","{""0"": 350, ""1"": 15}"
1402,59,10,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 349, ""1"": 16}"
1403,59,11,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 344, ""1"": 20, ""2"": 1}"
1404,59,12,"{""0"": 342, ""1"": 20, ""2"": 3}","{""0"": 339, ""1"": 24, ""2"": 2}"
1405,59,13,"{""0"": 335, ""1"": 28, ""2"": 2}","{""0"": 334, ""1"": 30, ""2"": 1}"
1406,59,14,"{""0"": 326, ""1"": 38, ""2"": 1}","{""0"": 337, ""1"": 25, ""2"": 3}"
1407,59,15,"{""0"": 325, ""1"": 36, ""2"": 4}","{""0"": 327, ""1"": 34, ""2"": 4}"
1408,59,16,"{""0"": 322, ""1"": 38, ""2"": 5}","{""0"": 316, ""1"": 43, ""2"": 6}"
1409,59,17,"{""0"": 322, ""1"": 38, ""2"": 5}","{""0"": 323, ""1"": 33, ""2"": 9}"
1410,59,18,"{""0"": 330, ""1"": 31, ""2"": 4}","{""0"": 325, ""1"": 35, ""2"": 5}"
1411,59,19,"{""0"": 338, ""1"": 25, ""2"": 2}","{""0"": 321, ""1"": 39, ""2"": 5}"
1412,59,20,"{""0"": 344, ""1"": 18, ""2"": 3}","{""0"": 332, ""1"": 29, ""2"": 3, ""3"": 1}"
1413,59,21,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 348, ""1"": 16, ""2"": 1}"
1414,59,22,"{""0"": 358, ""1"": 6, ""2"": 1}","{""0"": 356, ""1"": 8, ""2"": 1}"
1415,59,23,"{""0"": 362, ""1"": 2, ""2"": 1}","{""0"": 363, ""1"": 1, ""2"": 1}"
1416,60,0,"{""0"": 363, ""1"": 2}","{""0"": 349, ""1"": 16}"
1417,60,1,"{""0"": 363, ""1"": 2}","{""0"": 349, ""1"": 14, ""2"": 2}"
1418,60,2,"{""0"": 364, ""1"": 1}","{""0"": 355, ""1"": 8, ""2"": 2}"
1419,60,3,"{""0"": 365}","{""0"": 358, ""1"": 7}"
1420,60,4,"{""0"": 365}","{""0"": 359, ""1"": 6}"
1421,60,5,"{""0"": 365}","{""0"": 362, ""1"": 3}"
1422,60,6,"{""0"": 362, ""1"": 3}","{""0"": 365}"
1423,60,7,"{""0"": 362, ""1"": 2, ""2"": 1}","{""0"": 362, ""1"": 3}"
1424,60,8,"{""0"": 359, ""1"": 6}","{""0"": 357, ""1"": 8}"
1425,60,9,"{""0"": 357, ""1"": 7, ""3"": 1}","{""0"": 356, ""1"": 8, ""3"": 1}"
1426,60,10,"{""0"": 359, ""1"": 5, ""3"": 1}","{""0"": 360, ""1"": 4, ""3"": 1}"
1427,60,11,"{""0"": 357, ""1"": 8}","{""0"": 358, ""1"": 5, ""2"": 2}"
1428,60,12,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 354, ""1"": 9, ""2"": 2}"
1429,60,13,"{""0"": 352, ""1"": 13}","{""0"": 356, ""1"": 9}"
1430,60,14,"{""0"": 355, ""1"": 9, ""2"": 1}","{""0"": 354, ""1"": 11}"
1431,60,15,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 353, ""1"": 10, ""2"": 2}"
1432,60,16,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 352, ""1"": 12, ""2"": 1}"
1433,60,17,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 354, ""1"": 11}"
1434,60,18,"{""0"": 355, ""1"": 9, ""3"": 1}","{""0"": 353, ""1"": 11, ""2"": 1}"
1435,60,19,"{""0"": 360, ""1"": 4, ""3"": 1}","{""0"": 352, ""1"": 11, ""2"": 2}"
1436,60,20,"{""0"": 360, ""1"": 5}","{""0"": 349, ""1"": 16}"
1437,60,21,"{""0"": 358, ""1"": 7}","{""0"": 345, ""1"": 20}"
1438,60,22,"{""0"": 355, ""1"": 10}","{""0"": 348, ""1"": 17}"
1439,60,23,"{""0"": 359, ""1"": 6}","{""0"": 358, ""1"": 7}"
1440,61,0,"{""0"": 359, ""1"": 6}","{""0"": 358, ""1"": 7}"
1441,61,1,"{""0"": 364, ""1"": 1}","{""0"": 361, ""1"": 4}"
1442,61,2,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
1443,61,3,"{""0"": 363, ""1"": 1, ""2"": 1}","{""0"": 361, ""1"": 4}"
1444,61,4,"{""0"": 363, ""1"": 2}","{""0"": 361, ""1"": 4}"
1445,61,5,"{""0"": 363, ""1"": 2}","{""0"": 363, ""1"": 2}"
1446,61,6,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 361, ""1"": 4}"
1447,61,7,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 359, ""1"": 6}"
1448,61,8,"{""0"": 355, ""1"": 10}","{""0"": 359, ""1"": 6}"
1449,61,9,"{""0"": 356, ""1"": 9}","{""0"": 357, ""1"": 8}"
1450,61,10,"{""0"": 355, ""1"": 10}","{""0"": 354, ""1"": 11}"
1451,61,11,"{""0"": 357, ""1"": 7, ""2"": 1}","{""0"": 354, ""1"": 10, ""2"": 1}"
1452,61,12,"{""0"": 355, ""1"": 8, ""2"": 2}","{""0"": 355, ""1"": 10}"
1453,61,13,"{""0"": 355, ""1"": 9, ""2"": 1}","{""0"": 355, ""1"": 10}"
1454,61,14,"{""0"": 354, ""1"": 11}","{""0"": 355, ""1"": 10}"
1455,61,15,"{""0"": 355, ""1"": 10}","{""0"": 353, ""1"": 12}"
1456,61,16,"{""0"": 353, ""1"": 10, ""2"": 2}","{""0"": 346, ""1"": 19}"
1457,61,17,"{""0"": 353, ""1"": 10, ""2"": 2}","{""0"": 348, ""1"": 16, ""2"": 1}"
1458,61,18,"{""0"": 357, ""1"": 7, ""2"": 1}","{""0"": 348, ""1"": 16, ""2"": 1}"
1459,61,19,"{""0"": 357, ""1"": 7, ""2"": 1}","{""0"": 349, ""1"": 15, ""2"": 1}"
1460,61,20,"{""0"": 356, ""1"": 9}","{""0"": 355, ""1"": 9, ""2"": 1}"
1461,61,21,"{""0"": 355, ""1"": 10}","{""0"": 358, ""1"": 6, ""2"": 1}"
1462,61,22,"{""0"": 356, ""1"": 8, ""2"": 1}","{""0"": 358, ""1"": 7}"
1463,61,23,"{""0"": 360, ""1"": 4, ""2"": 1}","{""0"": 361, ""1"": 4}"
1464,62,0,"{""0"": 352, ""1"": 13}","{""0"": 338, ""1"": 26, ""2"": 1}"
1465,62,1,"{""0"": 354, ""1"": 11}","{""0"": 348, ""1"": 17}"
1466,62,2,"{""0"": 360, ""1"": 5}","{""0"": 354, ""1"": 11}"
1467,62,3,"{""0"": 363, ""1"": 2}","{""0"": 350, ""1"": 15}"
1468,62,4,"{""0"": 359, ""1"": 6}","{""0"": 335, ""1"": 28, ""2"": 2}"
1469,62,5,"{""0"": 323, ""1"": 33, ""2"": 6, ""3"": 3}","{""0"": 331, ""1"": 31, ""2"": 3}"
1470,62,6,"{""0"": 252, ""1"": 81, ""2"": 24, ""3"": 7, ""4"": 1}","{""0"": 339, ""1"": 24, ""2"": 2}"
1471,62,7,"{""0"": 265, ""1"": 73, ""2"": 21, ""3"": 3, ""4"": 3}","{""0"": 343, ""1"": 19, ""2"": 3}"
1472,62,8,"{""0"": 310, ""1"": 46, ""2"": 9}","{""0"": 342, ""1"": 20, ""2"": 3}"
1473,62,9,"{""0"": 320, ""1"": 42, ""2"": 2, ""3"": 1}","{""0"": 344, ""1"": 21}"
1474,62,10,"{""0"": 331, ""1"": 31, ""2"": 3}","{""0"": 337, ""1"": 27, ""2"": 1}"
1475,62,11,"{""0"": 334, ""1"": 27, ""2"": 4}","{""0"": 328, ""1"": 34, ""2"": 3}"
1476,62,12,"{""0"": 322, ""1"": 37, ""2"": 5, ""3"": 1}","{""0"": 325, ""1"": 37, ""2"": 3}"
1477,62,13,"{""0"": 310, ""1"": 47, ""2"": 7, ""3"": 1}","{""0"": 322, ""1"": 36, ""2"": 7}"
1478,62,14,"{""0"": 308, ""1"": 50, ""2"": 7}","{""0"": 286, ""1"": 70, ""2"": 7, ""3"": 2}"
1479,62,15,"{""0"": 309, ""1"": 45, ""2"": 8, ""3"": 2, ""4"": 1}","{""0"": 252, ""1"": 91, ""2"": 15, ""3"": 5, ""4"": 2}"
1480,62,16,"{""0"": 304, ""1"": 51, ""2"": 6, ""3"": 3, ""6"": 1}","{""0"": 244, ""1"": 92, ""2"": 25, ""4"": 3, ""6"": 1}"
1481,62,17,"{""0"": 294, ""1"": 57, ""2"": 11, ""3"": 2, ""4"": 1}","{""0"": 267, ""1"": 76, ""2"": 15, ""3"": 4, ""4"": 3}"
1482,62,18,"{""0"": 289, ""1"": 64, ""2"": 10, ""3"": 1, ""4"": 1}","{""0"": 295, ""1"": 55, ""2"": 12, ""3"": 2, ""5"": 1}"
1483,62,19,"{""0"": 305, ""1"": 53, ""2"": 6, ""3"": 1}","{""0"": 296, ""1"": 62, ""2"": 7}"
1484,62,20,"{""0"": 318, ""1"": 42, ""2"": 5}","{""0"": 302, ""1"": 57, ""2"": 6}"
1485,62,21,"{""0"": 327, ""1"": 33, ""2"": 5}","{""0"": 299, ""1"": 50, ""2"": 15, ""3"": 1}"
1486,62,22,"{""0"": 337, ""1"": 25, ""2"": 3}","{""0"": 306, ""1"": 51, ""2"": 8}"
1487,62,23,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 350, ""1"": 14, ""2"": 1}"
1488,63,0,"{""0"": 358, ""1"": 6, ""2"": 1}","{""0"": 352, ""1"": 9, ""2"": 4}"
1489,63,1,"{""0"": 362, ""1"": 2, ""2"": 1}","{""0"": 354, ""1"": 8, ""2"": 3}"
1490,63,2,"{""0"": 365}","{""0"": 363, ""1"": 2}"
1491,63,3,"{""0"": 364, ""1"": 1}","{""0"": 362, ""1"": 3}"
1492,63,4,"{""0"": 363, ""1"": 2}","{""0"": 362, ""1"": 3}"
1493,63,5,"{""0"": 337, ""1"": 28}","{""0"": 363, ""1"": 2}"
1494,63,6,"{""0"": 324, ""1"": 40, ""2"": 1}","{""0"": 357, ""1"": 7, ""2"": 1}"
1495,63,7,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 357, ""1"": 7, ""2"": 1}"
1496,63,8,"{""0"": 350, ""1"": 15}","{""0"": 360, ""1"": 5}"
1497,63,9,"{""0"": 340, ""1"": 20, ""2"": 5}","{""0"": 352, ""1"": 12, ""2"": 1}"
1498,63,10,"{""0"": 341, ""1"": 20, ""2"": 4}","{""0"": 348, ""1"": 15, ""2"": 2}"
1499,63,11,"{""0"": 346, ""1"": 17, ""2"": 1, ""3"": 1}","{""0"": 349, ""1"": 16}"
1500,63,12,"{""0"": 340, ""1"": 22, ""2"": 2, ""3"": 1}","{""0"": 340, ""1"": 23, ""2"": 2}"
1501,63,13,"{""0"": 333, ""1"": 29, ""2"": 3}","{""0"": 326, ""1"": 37, ""2"": 2}"
1502,63,14,"{""0"": 328, ""1"": 36, ""3"": 1}","{""0"": 325, ""1"": 38, ""2"": 2}"
1503,63,15,"{""0"": 335, ""1"": 28, ""2"": 2}","{""0"": 323, ""1"": 39, ""2"": 3}"
1504,63,16,"{""0"": 330, ""1"": 33, ""2"": 2}","{""0"": 318, ""1"": 44, ""2"": 3}"
1505,63,17,"{""0"": 321, ""1"": 40, ""2"": 4}","{""0"": 322, ""1"": 39, ""2"": 4}"
1506,63,18,"{""0"": 318, ""1"": 41, ""2"": 6}","{""0"": 325, ""1"": 36, ""2"": 3, ""3"": 1}"
1507,63,19,"{""0"": 329, ""1"": 35, ""2"": 1}","{""0"": 322, ""1"": 42, ""2"": 1}"
1508,63,20,"{""0"": 350, ""1"": 15}","{""0"": 336, ""1"": 28, ""2"": 1}"
1509,63,21,"{""0"": 350, ""1"": 15}","{""0"": 311, ""1"": 49, ""2"": 5}"
1510,63,22,"{""0"": 356, ""1"": 9}","{""0"": 313, ""1"": 45, ""2"": 7}"
1511,63,23,"{""0"": 363, ""1"": 2}","{""0"": 356, ""1"": 9}"
