,Zone,Period,Pickup occurences,Delivery occurences,Pickup distribution,Delivery distribution
0,1,0,"{""0"": 362, ""1"": 3}","{""0"": 362, ""1"": 3}","[0.992, 0.008]","[0.992, 0.008]"
1,1,1,"{""0"": 362, ""1"": 3}","{""0"": 360, ""1"": 4, ""2"": 1}","[0.992, 0.008]","[0.986, 0.011, 0.003]"
2,1,2,"{""0"": 363, ""1"": 2}","{""0"": 361, ""1"": 3, ""2"": 1}","[0.995, 0.005]","[0.989, 0.008, 0.003]"
3,1,3,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}","[0.997, 0.003]","[0.997, 0.003]"
4,1,4,"{""0"": 365}","{""0"": 364, ""1"": 1}",[1.0],"[0.997, 0.003]"
5,1,5,"{""0"": 356, ""1"": 8, ""2"": 1}","{""0"": 362, ""1"": 3}","[0.975, 0.022, 0.003]","[0.992, 0.008]"
6,1,6,"{""0"": 348, ""1"": 14, ""2"": 3}","{""0"": 346, ""1"": 19}","[0.953, 0.038, 0.008]","[0.948, 0.052]"
7,1,7,"{""0"": 352, ""1"": 11, ""2"": 2}","{""0"": 324, ""1"": 40, ""2"": 1}","[0.964, 0.03, 0.005]","[0.888, 0.11, 0.003]"
8,1,8,"{""0"": 357, ""1"": 7, ""2"": 1}","{""0"": 322, ""1"": 39, ""2"": 4}","[0.978, 0.019, 0.003]","[0.882, 0.107, 0.011]"
9,1,9,"{""0"": 354, ""1"": 11}","{""0"": 336, ""1"": 25, ""2"": 4}","[0.97, 0.03]","[0.921, 0.068, 0.011]"
10,1,10,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 349, ""1"": 15, ""2"": 1}","[0.964, 0.033, 0.003]","[0.956, 0.041, 0.003]"
11,1,11,"{""0"": 355, ""1"": 10}","{""0"": 350, ""1"": 14, ""2"": 1}","[0.973, 0.027]","[0.959, 0.038, 0.003]"
12,1,12,"{""0"": 349, ""1"": 14, ""2"": 2}","{""0"": 345, ""1"": 19, ""2"": 1}","[0.956, 0.038, 0.005]","[0.945, 0.052, 0.003]"
13,1,13,"{""0"": 337, ""1"": 26, ""2"": 2}","{""0"": 345, ""1"": 19, ""2"": 1}","[0.923, 0.071, 0.005]","[0.945, 0.052, 0.003]"
14,1,14,"{""0"": 336, ""1"": 28, ""2"": 1}","{""0"": 344, ""1"": 20, ""2"": 1}","[0.921, 0.077, 0.003]","[0.942, 0.055, 0.003]"
15,1,15,"{""0"": 319, ""1"": 40, ""2"": 6}","{""0"": 333, ""1"": 31, ""3"": 1, ""2"": 0}","[0.874, 0.11, 0.016]","[0.912, 0.085, 0.0, 0.003]"
16,1,16,"{""0"": 308, ""1"": 52, ""2"": 5}","{""0"": 330, ""1"": 33, ""2"": 1, ""3"": 1}","[0.844, 0.142, 0.014]","[0.904, 0.09, 0.003, 0.003]"
17,1,17,"{""0"": 327, ""1"": 29, ""2"": 9}","{""0"": 335, ""1"": 28, ""2"": 2}","[0.896, 0.079, 0.025]","[0.918, 0.077, 0.005]"
18,1,18,"{""0"": 337, ""1"": 25, ""2"": 3}","{""0"": 344, ""1"": 19, ""2"": 2}","[0.923, 0.068, 0.008]","[0.942, 0.052, 0.005]"
19,1,19,"{""0"": 349, ""1"": 16}","{""0"": 349, ""1"": 16}","[0.956, 0.044]","[0.956, 0.044]"
20,1,20,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 342, ""1"": 22, ""2"": 1}","[0.967, 0.03, 0.003]","[0.937, 0.06, 0.003]"
21,1,21,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 344, ""1"": 19, ""2"": 2}","[0.97, 0.027, 0.003]","[0.942, 0.052, 0.005]"
22,1,22,"{""0"": 355, ""1"": 10}","{""0"": 348, ""1"": 17}","[0.973, 0.027]","[0.953, 0.047]"
23,1,23,"{""0"": 361, ""1"": 4}","{""0"": 356, ""1"": 9}","[0.989, 0.011]","[0.975, 0.025]"
24,2,0,"{""0"": 365}","{""0"": 360, ""1"": 5}",[1.0],"[0.986, 0.014]"
25,2,1,"{""0"": 363, ""1"": 2}","{""0"": 362, ""1"": 3}","[0.995, 0.005]","[0.992, 0.008]"
26,2,2,"{""0"": 363, ""1"": 1, ""2"": 1}","{""0"": 363, ""1"": 1, ""2"": 1}","[0.995, 0.003, 0.003]","[0.995, 0.003, 0.003]"
27,2,3,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}","[0.997, 0.003]","[0.995, 0.005]"
28,2,4,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
29,2,5,"{""0"": 357, ""1"": 8}","{""0"": 347, ""1"": 17, ""2"": 1}","[0.978, 0.022]","[0.951, 0.047, 0.003]"
30,2,6,"{""0"": 347, ""1"": 16, ""2"": 2}","{""0"": 343, ""1"": 21, ""2"": 1}","[0.951, 0.044, 0.005]","[0.94, 0.058, 0.003]"
31,2,7,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 356, ""1"": 9}","[0.959, 0.038, 0.003]","[0.975, 0.025]"
32,2,8,"{""0"": 358, ""1"": 7}","{""0"": 357, ""1"": 7, ""2"": 1}","[0.981, 0.019]","[0.978, 0.019, 0.003]"
33,2,9,"{""0"": 357, ""1"": 8}","{""0"": 360, ""1"": 4, ""2"": 1}","[0.978, 0.022]","[0.986, 0.011, 0.003]"
34,2,10,"{""0"": 355, ""1"": 9, ""2"": 1}","{""0"": 356, ""1"": 9}","[0.973, 0.025, 0.003]","[0.975, 0.025]"
35,2,11,"{""0"": 351, ""1"": 12, ""2"": 2}","{""0"": 352, ""1"": 12, ""2"": 1}","[0.962, 0.033, 0.005]","[0.964, 0.033, 0.003]"
36,2,12,"{""0"": 349, ""1"": 14, ""2"": 2}","{""0"": 337, ""1"": 26, ""2"": 2}","[0.956, 0.038, 0.005]","[0.923, 0.071, 0.005]"
37,2,13,"{""0"": 339, ""1"": 24, ""2"": 2}","{""0"": 332, ""1"": 28, ""2"": 4, ""3"": 1}","[0.929, 0.066, 0.005]","[0.91, 0.077, 0.011, 0.003]"
38,2,14,"{""0"": 337, ""1"": 24, ""2"": 4}","{""0"": 344, ""1"": 17, ""2"": 3, ""3"": 1}","[0.923, 0.066, 0.011]","[0.942, 0.047, 0.008, 0.003]"
39,2,15,"{""0"": 342, ""1"": 19, ""2"": 4}","{""0"": 343, ""1"": 20, ""2"": 2}","[0.937, 0.052, 0.011]","[0.94, 0.055, 0.005]"
40,2,16,"{""0"": 337, ""1"": 26, ""2"": 2}","{""0"": 337, ""1"": 23, ""2"": 5}","[0.923, 0.071, 0.005]","[0.923, 0.063, 0.014]"
41,2,17,"{""0"": 338, ""1"": 26, ""2"": 1}","{""0"": 332, ""1"": 29, ""2"": 4}","[0.926, 0.071, 0.003]","[0.91, 0.079, 0.011]"
42,2,18,"{""0"": 343, ""1"": 20, ""2"": 2}","{""0"": 338, ""1"": 25, ""2"": 2}","[0.94, 0.055, 0.005]","[0.926, 0.068, 0.005]"
43,2,19,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 343, ""1"": 21, ""2"": 1}","[0.929, 0.068, 0.003]","[0.94, 0.058, 0.003]"
44,2,20,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 349, ""1"": 15, ""2"": 1}","[0.929, 0.068, 0.003]","[0.956, 0.041, 0.003]"
45,2,21,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 357, ""1"": 7, ""2"": 1}","[0.956, 0.041, 0.003]","[0.978, 0.019, 0.003]"
46,2,22,"{""0"": 358, ""1"": 7}","{""0"": 359, ""1"": 6}","[0.981, 0.019]","[0.984, 0.016]"
47,2,23,"{""0"": 363, ""1"": 2}","{""0"": 363, ""1"": 2}","[0.995, 0.005]","[0.995, 0.005]"
48,3,0,"{""0"": 365}","{""0"": 363, ""1"": 2}",[1.0],"[0.995, 0.005]"
49,3,1,"{""0"": 365}","{""0"": 365}",[1.0],[1.0]
50,3,2,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
51,3,3,"{""0"": 363, ""1"": 2}","{""0"": 365}","[0.995, 0.005]",[1.0]
52,3,4,"{""0"": 363, ""1"": 2}","{""0"": 365}","[0.995, 0.005]",[1.0]
53,3,5,"{""0"": 362, ""1"": 3}","{""0"": 364, ""1"": 1}","[0.992, 0.008]","[0.997, 0.003]"
54,3,6,"{""0"": 356, ""1"": 8, ""2"": 1}","{""0"": 357, ""1"": 8}","[0.975, 0.022, 0.003]","[0.978, 0.022]"
55,3,7,"{""0"": 343, ""1"": 20, ""2"": 1, ""3"": 1}","{""0"": 356, ""1"": 9}","[0.94, 0.055, 0.003, 0.003]","[0.975, 0.025]"
56,3,8,"{""0"": 344, ""1"": 20, ""3"": 1, ""2"": 0}","{""0"": 357, ""1"": 6, ""2"": 2}","[0.942, 0.055, 0.0, 0.003]","[0.978, 0.016, 0.005]"
57,3,9,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 349, ""1"": 13, ""2"": 3}","[0.97, 0.027, 0.003]","[0.956, 0.036, 0.008]"
58,3,10,"{""0"": 348, ""1"": 16, ""2"": 1}","{""0"": 346, ""1"": 14, ""2"": 5}","[0.953, 0.044, 0.003]","[0.948, 0.038, 0.014]"
59,3,11,"{""0"": 344, ""1"": 18, ""2"": 3}","{""0"": 340, ""1"": 18, ""2"": 4, ""3"": 3}","[0.942, 0.049, 0.008]","[0.932, 0.049, 0.011, 0.008]"
60,3,12,"{""0"": 342, ""1"": 20, ""2"": 2, ""4"": 1, ""3"": 0}","{""0"": 327, ""1"": 27, ""2"": 9, ""3"": 1, ""5"": 1, ""4"": 0}","[0.937, 0.055, 0.005, 0.0, 0.003]","[0.896, 0.074, 0.025, 0.003, 0.0, 0.003]"
61,3,13,"{""0"": 334, ""1"": 26, ""2"": 4, ""3"": 1}","{""0"": 318, ""1"": 37, ""2"": 6, ""3"": 4}","[0.915, 0.071, 0.011, 0.003]","[0.871, 0.101, 0.016, 0.011]"
62,3,14,"{""0"": 328, ""1"": 31, ""2"": 6}","{""0"": 325, ""1"": 33, ""2"": 6, ""3"": 1}","[0.899, 0.085, 0.016]","[0.89, 0.09, 0.016, 0.003]"
63,3,15,"{""0"": 328, ""1"": 28, ""2"": 9}","{""0"": 336, ""1"": 25, ""2"": 3, ""4"": 1, ""3"": 0}","[0.899, 0.077, 0.025]","[0.921, 0.068, 0.008, 0.0, 0.003]"
64,3,16,"{""0"": 328, ""1"": 26, ""2"": 10, ""3"": 1}","{""0"": 332, ""1"": 28, ""2"": 5}","[0.899, 0.071, 0.027, 0.003]","[0.91, 0.077, 0.014]"
65,3,17,"{""0"": 335, ""1"": 25, ""2"": 2, ""3"": 3}","{""0"": 331, ""1"": 30, ""2"": 4}","[0.918, 0.068, 0.005, 0.008]","[0.907, 0.082, 0.011]"
66,3,18,"{""0"": 348, ""1"": 15, ""2"": 1, ""3"": 1}","{""0"": 333, ""1"": 31, ""2"": 1}","[0.953, 0.041, 0.003, 0.003]","[0.912, 0.085, 0.003]"
67,3,19,"{""0"": 346, ""1"": 19}","{""0"": 333, ""1"": 32}","[0.948, 0.052]","[0.912, 0.088]"
68,3,20,"{""0"": 348, ""1"": 16, ""2"": 1}","{""0"": 338, ""1"": 26, ""2"": 1}","[0.953, 0.044, 0.003]","[0.926, 0.071, 0.003]"
69,3,21,"{""0"": 359, ""1"": 6}","{""0"": 352, ""1"": 12, ""2"": 1}","[0.984, 0.016]","[0.964, 0.033, 0.003]"
70,3,22,"{""0"": 363, ""1"": 2}","{""0"": 359, ""1"": 6}","[0.995, 0.005]","[0.984, 0.016]"
71,3,23,"{""0"": 363, ""1"": 2}","{""0"": 361, ""1"": 4}","[0.995, 0.005]","[0.989, 0.011]"
72,4,0,"{""0"": 362, ""1"": 2, ""2"": 1}","{""0"": 352, ""1"": 13}","[0.992, 0.005, 0.003]","[0.964, 0.036]"
73,4,1,"{""0"": 361, ""1"": 4}","{""0"": 357, ""1"": 8}","[0.989, 0.011]","[0.978, 0.022]"
74,4,2,"{""0"": 361, ""1"": 4}","{""0"": 363, ""1"": 2}","[0.989, 0.011]","[0.995, 0.005]"
75,4,3,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
76,4,4,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
77,4,5,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 343, ""1"": 22}","[0.956, 0.041, 0.003]","[0.94, 0.06]"
78,4,6,"{""0"": 341, ""1"": 22, ""2"": 2}","{""0"": 336, ""1"": 28, ""2"": 1}","[0.934, 0.06, 0.005]","[0.921, 0.077, 0.003]"
79,4,7,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 346, ""1"": 19}","[0.945, 0.052, 0.003]","[0.948, 0.052]"
80,4,8,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 330, ""1"": 33, ""2"": 2}","[0.945, 0.052, 0.003]","[0.904, 0.09, 0.005]"
81,4,9,"{""0"": 345, ""1"": 17, ""2"": 3}","{""0"": 325, ""1"": 39, ""2"": 1}","[0.945, 0.047, 0.008]","[0.89, 0.107, 0.003]"
82,4,10,"{""0"": 347, ""1"": 16, ""2"": 2}","{""0"": 327, ""1"": 36, ""2"": 2}","[0.951, 0.044, 0.005]","[0.896, 0.099, 0.005]"
83,4,11,"{""0"": 334, ""1"": 29, ""2"": 1, ""4"": 1, ""3"": 0}","{""0"": 325, ""1"": 34, ""2"": 6}","[0.915, 0.079, 0.003, 0.0, 0.003]","[0.89, 0.093, 0.016]"
84,4,12,"{""0"": 324, ""1"": 36, ""2"": 4, ""4"": 1, ""3"": 0}","{""0"": 317, ""1"": 40, ""2"": 5, ""3"": 3}","[0.888, 0.099, 0.011, 0.0, 0.003]","[0.868, 0.11, 0.014, 0.008]"
85,4,13,"{""0"": 336, ""1"": 24, ""2"": 5}","{""0"": 323, ""1"": 34, ""2"": 6, ""3"": 2}","[0.921, 0.066, 0.014]","[0.885, 0.093, 0.016, 0.005]"
86,4,14,"{""0"": 332, ""1"": 29, ""2"": 3, ""3"": 1}","{""0"": 341, ""1"": 19, ""2"": 4, ""3"": 1}","[0.91, 0.079, 0.008, 0.003]","[0.934, 0.052, 0.011, 0.003]"
87,4,15,"{""0"": 325, ""1"": 31, ""2"": 7, ""3"": 2}","{""0"": 332, ""1"": 32, ""2"": 1}","[0.89, 0.085, 0.019, 0.005]","[0.91, 0.088, 0.003]"
88,4,16,"{""0"": 311, ""1"": 46, ""2"": 7, ""3"": 1}","{""0"": 317, ""1"": 44, ""2"": 2, ""3"": 2}","[0.852, 0.126, 0.019, 0.003]","[0.868, 0.121, 0.005, 0.005]"
89,4,17,"{""0"": 309, ""1"": 46, ""2"": 9, ""3"": 1}","{""0"": 310, ""1"": 47, ""2"": 6, ""3"": 2}","[0.847, 0.126, 0.025, 0.003]","[0.849, 0.129, 0.016, 0.005]"
90,4,18,"{""0"": 325, ""1"": 33, ""2"": 7}","{""0"": 320, ""1"": 42, ""2"": 2, ""4"": 1, ""3"": 0}","[0.89, 0.09, 0.019]","[0.877, 0.115, 0.005, 0.0, 0.003]"
91,4,19,"{""0"": 332, ""1"": 30, ""2"": 3}","{""0"": 330, ""1"": 32, ""2"": 2, ""5"": 1, ""3"": 0, ""4"": 0}","[0.91, 0.082, 0.008]","[0.904, 0.088, 0.005, 0.0, 0.0, 0.003]"
92,4,20,"{""0"": 333, ""1"": 29, ""2"": 3}","{""0"": 341, ""1"": 22, ""2"": 1, ""4"": 1, ""3"": 0}","[0.912, 0.079, 0.008]","[0.934, 0.06, 0.003, 0.0, 0.003]"
93,4,21,"{""0"": 344, ""1"": 18, ""2"": 2, ""4"": 1, ""3"": 0}","{""0"": 342, ""1"": 22, ""2"": 1}","[0.942, 0.049, 0.005, 0.0, 0.003]","[0.937, 0.06, 0.003]"
94,4,22,"{""0"": 354, ""1"": 9, ""2"": 1, ""3"": 1}","{""0"": 338, ""1"": 24, ""2"": 3}","[0.97, 0.025, 0.003, 0.003]","[0.926, 0.066, 0.008]"
95,4,23,"{""0"": 362, ""1"": 3}","{""0"": 353, ""1"": 10, ""2"": 2}","[0.992, 0.008]","[0.967, 0.027, 0.005]"
96,5,0,"{""0"": 361, ""1"": 4}","{""0"": 344, ""1"": 21}","[0.989, 0.011]","[0.942, 0.058]"
97,5,1,"{""0"": 364, ""1"": 1}","{""0"": 349, ""1"": 16}","[0.997, 0.003]","[0.956, 0.044]"
98,5,2,"{""0"": 362, ""1"": 3}","{""0"": 350, ""1"": 15}","[0.992, 0.008]","[0.959, 0.041]"
99,5,3,"{""0"": 361, ""1"": 4}","{""0"": 353, ""1"": 12}","[0.989, 0.011]","[0.967, 0.033]"
100,5,4,"{""0"": 362, ""1"": 2, ""2"": 1}","{""0"": 358, ""1"": 6, ""3"": 1, ""2"": 0}","[0.992, 0.005, 0.003]","[0.981, 0.016, 0.0, 0.003]"
101,5,5,"{""0"": 359, ""1"": 5, ""2"": 1}","{""0"": 359, ""1"": 5, ""3"": 1, ""2"": 0}","[0.984, 0.014, 0.003]","[0.984, 0.014, 0.0, 0.003]"
102,5,6,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 362, ""1"": 3}","[0.951, 0.047, 0.003]","[0.992, 0.008]"
103,5,7,"{""0"": 342, ""1"": 21, ""2"": 2}","{""0"": 362, ""1"": 2, ""2"": 1}","[0.937, 0.058, 0.005]","[0.992, 0.005, 0.003]"
104,5,8,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 361, ""1"": 3, ""2"": 1}","[0.959, 0.038, 0.003]","[0.989, 0.008, 0.003]"
105,5,9,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 360, ""1"": 5}","[0.97, 0.027, 0.003]","[0.986, 0.014]"
106,5,10,"{""0"": 352, ""1"": 13}","{""0"": 353, ""1"": 12}","[0.964, 0.036]","[0.967, 0.033]"
107,5,11,"{""0"": 349, ""1"": 16}","{""0"": 348, ""1"": 17}","[0.956, 0.044]","[0.953, 0.047]"
108,5,12,"{""0"": 348, ""1"": 17}","{""0"": 350, ""1"": 15}","[0.953, 0.047]","[0.959, 0.041]"
109,5,13,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 353, ""1"": 12}","[0.951, 0.047, 0.003]","[0.967, 0.033]"
110,5,14,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 355, ""1"": 9, ""2"": 1}","[0.945, 0.052, 0.003]","[0.973, 0.025, 0.003]"
111,5,15,"{""0"": 347, ""1"": 16, ""2"": 2}","{""0"": 355, ""1"": 8, ""2"": 2}","[0.951, 0.044, 0.005]","[0.973, 0.022, 0.005]"
112,5,16,"{""0"": 350, ""1"": 13, ""2"": 2}","{""0"": 347, ""1"": 18}","[0.959, 0.036, 0.005]","[0.951, 0.049]"
113,5,17,"{""0"": 349, ""1"": 16}","{""0"": 343, ""1"": 22}","[0.956, 0.044]","[0.94, 0.06]"
114,5,18,"{""0"": 349, ""1"": 16}","{""0"": 346, ""1"": 19}","[0.956, 0.044]","[0.948, 0.052]"
115,5,19,"{""0"": 347, ""1"": 18}","{""0"": 346, ""1"": 19}","[0.951, 0.049]","[0.948, 0.052]"
116,5,20,"{""0"": 351, ""1"": 13, ""2"": 1}","{""0"": 343, ""1"": 21, ""2"": 1}","[0.962, 0.036, 0.003]","[0.94, 0.058, 0.003]"
117,5,21,"{""0"": 357, ""1"": 8}","{""0"": 343, ""1"": 21, ""2"": 1}","[0.978, 0.022]","[0.94, 0.058, 0.003]"
118,5,22,"{""0"": 358, ""1"": 7}","{""0"": 346, ""1"": 18, ""2"": 1}","[0.981, 0.019]","[0.948, 0.049, 0.003]"
119,5,23,"{""0"": 362, ""1"": 3}","{""0"": 355, ""1"": 10}","[0.992, 0.008]","[0.973, 0.027]"
120,6,0,"{""0"": 363, ""1"": 2}","{""0"": 363, ""1"": 2}","[0.995, 0.005]","[0.995, 0.005]"
121,6,1,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}","[0.997, 0.003]","[0.995, 0.005]"
122,6,2,"{""0"": 365}","{""0"": 365}",[1.0],[1.0]
123,6,3,"{""0"": 365}","{""0"": 365}",[1.0],[1.0]
124,6,4,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
125,6,5,"{""0"": 355, ""1"": 10}","{""0"": 365}","[0.973, 0.027]",[1.0]
126,6,6,"{""0"": 340, ""1"": 24, ""2"": 1}","{""0"": 364, ""1"": 1}","[0.932, 0.066, 0.003]","[0.997, 0.003]"
127,6,7,"{""0"": 342, ""1"": 22, ""2"": 1}","{""0"": 353, ""1"": 12}","[0.937, 0.06, 0.003]","[0.967, 0.033]"
128,6,8,"{""0"": 356, ""1"": 9}","{""0"": 351, ""1"": 13, ""2"": 1}","[0.975, 0.025]","[0.962, 0.036, 0.003]"
129,6,9,"{""0"": 360, ""1"": 5}","{""0"": 356, ""1"": 8, ""2"": 1}","[0.986, 0.014]","[0.975, 0.022, 0.003]"
130,6,10,"{""0"": 357, ""1"": 8}","{""0"": 354, ""1"": 11}","[0.978, 0.022]","[0.97, 0.03]"
131,6,11,"{""0"": 356, ""1"": 9}","{""0"": 352, ""1"": 13}","[0.975, 0.025]","[0.964, 0.036]"
132,6,12,"{""0"": 351, ""1"": 14}","{""0"": 355, ""1"": 9, ""2"": 1}","[0.962, 0.038]","[0.973, 0.025, 0.003]"
133,6,13,"{""0"": 351, ""1"": 14}","{""0"": 348, ""1"": 17}","[0.962, 0.038]","[0.953, 0.047]"
134,6,14,"{""0"": 357, ""1"": 8}","{""0"": 341, ""1"": 24}","[0.978, 0.022]","[0.934, 0.066]"
135,6,15,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 339, ""1"": 25, ""2"": 1}","[0.964, 0.033, 0.003]","[0.929, 0.068, 0.003]"
136,6,16,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 340, ""1"": 25}","[0.934, 0.063, 0.003]","[0.932, 0.068]"
137,6,17,"{""0"": 339, ""1"": 26}","{""0"": 341, ""1"": 22, ""2"": 2}","[0.929, 0.071]","[0.934, 0.06, 0.005]"
138,6,18,"{""0"": 346, ""1"": 19}","{""0"": 337, ""1"": 26, ""2"": 2}","[0.948, 0.052]","[0.923, 0.071, 0.005]"
139,6,19,"{""0"": 349, ""1"": 16}","{""0"": 349, ""1"": 14, ""2"": 2}","[0.956, 0.044]","[0.956, 0.038, 0.005]"
140,6,20,"{""0"": 355, ""1"": 10}","{""0"": 357, ""1"": 8}","[0.973, 0.027]","[0.978, 0.022]"
141,6,21,"{""0"": 362, ""1"": 3}","{""0"": 359, ""1"": 6}","[0.992, 0.008]","[0.984, 0.016]"
142,6,22,"{""0"": 362, ""1"": 3}","{""0"": 358, ""1"": 7}","[0.992, 0.008]","[0.981, 0.019]"
143,6,23,"{""0"": 363, ""1"": 2}","{""0"": 362, ""1"": 3}","[0.995, 0.005]","[0.992, 0.008]"
144,7,0,"{""0"": 359, ""1"": 6}","{""0"": 357, ""1"": 7, ""2"": 1}","[0.984, 0.016]","[0.978, 0.019, 0.003]"
145,7,1,"{""0"": 364, ""2"": 1, ""1"": 0}","{""0"": 356, ""1"": 8, ""2"": 1}","[0.997, 0.0, 0.003]","[0.975, 0.022, 0.003]"
146,7,2,"{""0"": 362, ""1"": 3}","{""0"": 358, ""1"": 7}","[0.992, 0.008]","[0.981, 0.019]"
147,7,3,"{""0"": 362, ""1"": 3}","{""0"": 361, ""1"": 4}","[0.992, 0.008]","[0.989, 0.011]"
148,7,4,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}","[0.997, 0.003]","[0.995, 0.005]"
149,7,5,"{""0"": 362, ""1"": 3}","{""0"": 362, ""1"": 3}","[0.992, 0.008]","[0.992, 0.008]"
150,7,6,"{""0"": 352, ""1"": 13}","{""0"": 360, ""1"": 5}","[0.964, 0.036]","[0.986, 0.014]"
151,7,7,"{""0"": 344, ""1"": 19, ""2"": 2}","{""0"": 345, ""1"": 20}","[0.942, 0.052, 0.005]","[0.945, 0.055]"
152,7,8,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 331, ""1"": 33, ""2"": 1}","[0.929, 0.068, 0.003]","[0.907, 0.09, 0.003]"
153,7,9,"{""0"": 338, ""1"": 27}","{""0"": 326, ""1"": 35, ""2"": 3, ""3"": 1}","[0.926, 0.074]","[0.893, 0.096, 0.008, 0.003]"
154,7,10,"{""0"": 335, ""1"": 30}","{""0"": 320, ""1"": 39, ""2"": 4, ""3"": 2}","[0.918, 0.082]","[0.877, 0.107, 0.011, 0.005]"
155,7,11,"{""0"": 326, ""1"": 36, ""2"": 3}","{""0"": 318, ""1"": 38, ""2"": 5, ""3"": 3, ""5"": 1, ""4"": 0}","[0.893, 0.099, 0.008]","[0.871, 0.104, 0.014, 0.008, 0.0, 0.003]"
156,7,12,"{""0"": 316, ""1"": 42, ""2"": 3, ""3"": 4}","{""0"": 309, ""1"": 41, ""2"": 12, ""3"": 3}","[0.866, 0.115, 0.008, 0.011]","[0.847, 0.112, 0.033, 0.008]"
157,7,13,"{""0"": 303, ""1"": 47, ""2"": 12, ""3"": 2, ""5"": 1, ""4"": 0}","{""0"": 298, ""1"": 49, ""2"": 12, ""3"": 4, ""5"": 1, ""7"": 1, ""4"": 0, ""6"": 0}","[0.83, 0.129, 0.033, 0.005, 0.0, 0.003]","[0.816, 0.134, 0.033, 0.011, 0.0, 0.003, 0.0, 0.003]"
158,7,14,"{""0"": 301, ""1"": 46, ""2"": 12, ""3"": 4, ""4"": 1, ""5"": 1}","{""0"": 296, ""1"": 51, ""2"": 14, ""3"": 3, ""6"": 1, ""4"": 0, ""5"": 0}","[0.825, 0.126, 0.033, 0.011, 0.003, 0.003]","[0.811, 0.14, 0.038, 0.008, 0.0, 0.0, 0.003]"
159,7,15,"{""0"": 304, ""1"": 44, ""2"": 11, ""3"": 5, ""5"": 1, ""4"": 0}","{""0"": 308, ""1"": 47, ""2"": 10}","[0.833, 0.121, 0.03, 0.014, 0.0, 0.003]","[0.844, 0.129, 0.027]"
160,7,16,"{""0"": 310, ""1"": 44, ""2"": 7, ""3"": 3, ""4"": 1}","{""0"": 286, ""1"": 70, ""2"": 8, ""4"": 1, ""3"": 0}","[0.849, 0.121, 0.019, 0.008, 0.003]","[0.784, 0.192, 0.022, 0.0, 0.003]"
161,7,17,"{""0"": 294, ""1"": 61, ""2"": 9, ""3"": 1}","{""0"": 268, ""1"": 83, ""2"": 11, ""3"": 3}","[0.805, 0.167, 0.025, 0.003]","[0.734, 0.227, 0.03, 0.008]"
162,7,18,"{""0"": 280, ""1"": 70, ""2"": 12, ""3"": 3}","{""0"": 277, ""1"": 74, ""2"": 13, ""3"": 1}","[0.767, 0.192, 0.033, 0.008]","[0.759, 0.203, 0.036, 0.003]"
163,7,19,"{""0"": 289, ""1"": 62, ""2"": 12, ""3"": 2}","{""0"": 301, ""1"": 51, ""2"": 13}","[0.792, 0.17, 0.033, 0.005]","[0.825, 0.14, 0.036]"
164,7,20,"{""0"": 301, ""1"": 63, ""2"": 1}","{""0"": 325, ""1"": 36, ""2"": 4}","[0.825, 0.173, 0.003]","[0.89, 0.099, 0.011]"
165,7,21,"{""0"": 330, ""1"": 33, ""2"": 2}","{""0"": 343, ""1"": 21, ""2"": 1}","[0.904, 0.09, 0.005]","[0.94, 0.058, 0.003]"
166,7,22,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 352, ""1"": 13}","[0.951, 0.047, 0.003]","[0.964, 0.036]"
