,Zone,Period,Pickup occurences,Delivery occurences,Pickup distribution,Delivery distribution
3605,151,5,"{""0"": 359, ""1"": 5, ""2"": 1}","{""0"": 362, ""1"": 2, ""3"": 1, ""2"": 0}","[0.984, 0.014, 0.003]","[0.992, 0.005, 0.0, 0.003]"
3606,151,6,"{""0"": 292, ""1"": 59, ""2"": 13, ""3"": 1}","{""0"": 357, ""1"": 7, ""3"": 1, ""2"": 0}","[0.8, 0.162, 0.036, 0.003]","[0.978, 0.019, 0.0, 0.003]"
3607,151,7,"{""0"": 239, ""1"": 88, ""2"": 29, ""3"": 7, ""4"": 2}","{""0"": 331, ""1"": 30, ""2"": 4}","[0.655, 0.241, 0.079, 0.019, 0.005]","[0.907, 0.082, 0.011]"
3608,151,8,"{""0"": 267, ""1"": 76, ""2"": 19, ""3"": 3}","{""0"": 295, ""1"": 56, ""2"": 11, ""3"": 2, ""4"": 1}","[0.732, 0.208, 0.052, 0.008]","[0.808, 0.153, 0.03, 0.005, 0.003]"
3609,151,9,"{""0"": 304, ""1"": 52, ""2"": 9}","{""0"": 289, ""1"": 61, ""2"": 14, ""4"": 1, ""3"": 0}","[0.833, 0.142, 0.025]","[0.792, 0.167, 0.038, 0.0, 0.003]"
3610,151,10,"{""0"": 296, ""1"": 56, ""2"": 12, ""3"": 1}","{""0"": 299, ""1"": 58, ""2"": 7, ""3"": 1}","[0.811, 0.153, 0.033, 0.003]","[0.819, 0.159, 0.019, 0.003]"
3611,151,11,"{""0"": 288, ""1"": 59, ""2"": 15, ""3"": 3}","{""0"": 303, ""1"": 52, ""2"": 9, ""3"": 1}","[0.789, 0.162, 0.041, 0.008]","[0.83, 0.142, 0.025, 0.003]"
3612,151,12,"{""0"": 284, ""1"": 64, ""2"": 14, ""3"": 3}","{""0"": 288, ""1"": 64, ""2"": 11, ""3"": 2}","[0.778, 0.175, 0.038, 0.008]","[0.789, 0.175, 0.03, 0.005]"
3613,151,13,"{""0"": 272, ""1"": 83, ""2"": 9, ""3"": 1}","{""0"": 282, ""1"": 63, ""2"": 18, ""3"": 2}","[0.745, 0.227, 0.025, 0.003]","[0.773, 0.173, 0.049, 0.005]"
3614,151,14,"{""0"": 262, ""1"": 79, ""2"": 20, ""3"": 4}","{""0"": 271, ""1"": 75, ""2"": 15, ""3"": 3, ""4"": 1}","[0.718, 0.216, 0.055, 0.011]","[0.742, 0.205, 0.041, 0.008, 0.003]"
3615,151,15,"{""0"": 248, ""1"": 89, ""2"": 25, ""3"": 3}","{""0"": 255, ""1"": 85, ""2"": 21, ""3"": 4}","[0.679, 0.244, 0.068, 0.008]","[0.699, 0.233, 0.058, 0.011]"
3616,151,16,"{""0"": 245, ""1"": 96, ""2"": 21, ""3"": 1, ""4"": 2}","{""0"": 243, ""1"": 101, ""2"": 18, ""3"": 2, ""5"": 1, ""4"": 0}","[0.671, 0.263, 0.058, 0.003, 0.005]","[0.666, 0.277, 0.049, 0.005, 0.0, 0.003]"
3617,151,17,"{""0"": 250, ""1"": 91, ""2"": 20, ""3"": 4}","{""0"": 248, ""1"": 94, ""2"": 21, ""3"": 1, ""4"": 1}","[0.685, 0.249, 0.055, 0.011]","[0.679, 0.258, 0.058, 0.003, 0.003]"
3618,151,18,"{""0"": 256, ""1"": 91, ""2"": 14, ""3"": 4}","{""0"": 247, ""1"": 92, ""2"": 21, ""3"": 3, ""4"": 2}","[0.701, 0.249, 0.038, 0.011]","[0.677, 0.252, 0.058, 0.008, 0.005]"
3619,151,19,"{""0"": 276, ""1"": 75, ""2"": 12, ""3"": 2}","{""0"": 259, ""1"": 84, ""2"": 17, ""3"": 4, ""4"": 1}","[0.756, 0.205, 0.033, 0.005]","[0.71, 0.23, 0.047, 0.011, 0.003]"
3620,151,20,"{""0"": 298, ""1"": 61, ""2"": 5, ""3"": 1}","{""0"": 292, ""1"": 67, ""2"": 4, ""3"": 2}","[0.816, 0.167, 0.014, 0.003]","[0.8, 0.184, 0.011, 0.005]"
3621,151,21,"{""0"": 314, ""1"": 45, ""2"": 4, ""3"": 2}","{""0"": 298, ""1"": 55, ""2"": 9, ""3"": 3}","[0.86, 0.123, 0.011, 0.005]","[0.816, 0.151, 0.025, 0.008]"
3622,151,22,"{""0"": 321, ""1"": 40, ""2"": 3, ""3"": 1}","{""0"": 292, ""1"": 63, ""2"": 10}","[0.879, 0.11, 0.008, 0.003]","[0.8, 0.173, 0.027]"
3623,151,23,"{""0"": 343, ""1"": 22}","{""0"": 331, ""1"": 32, ""2"": 2}","[0.94, 0.06]","[0.907, 0.088, 0.005]"
3624,152,0,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 354, ""1"": 11}","[0.967, 0.03, 0.003]","[0.97, 0.03]"
3625,152,1,"{""0"": 354, ""1"": 9, ""2"": 2}","{""0"": 358, ""1"": 6, ""2"": 1}","[0.97, 0.025, 0.005]","[0.981, 0.016, 0.003]"
3626,152,2,"{""0"": 361, ""1"": 3, ""2"": 1}","{""0"": 360, ""1"": 4, ""2"": 1}","[0.989, 0.008, 0.003]","[0.986, 0.011, 0.003]"
3627,152,3,"{""0"": 360, ""1"": 5}","{""0"": 362, ""1"": 3}","[0.986, 0.014]","[0.992, 0.008]"
3628,152,4,"{""0"": 357, ""1"": 8}","{""0"": 361, ""1"": 4}","[0.978, 0.022]","[0.989, 0.011]"
3629,152,5,"{""0"": 340, ""1"": 24, ""2"": 1}","{""0"": 351, ""1"": 14}","[0.932, 0.066, 0.003]","[0.962, 0.038]"
3630,152,6,"{""0"": 272, ""1"": 83, ""2"": 8, ""3"": 2}","{""0"": 348, ""1"": 17}","[0.745, 0.227, 0.022, 0.005]","[0.953, 0.047]"
3631,152,7,"{""0"": 253, ""1"": 85, ""2"": 26, ""3"": 1}","{""0"": 325, ""1"": 38, ""2"": 2}","[0.693, 0.233, 0.071, 0.003]","[0.89, 0.104, 0.005]"
3632,152,8,"{""0"": 292, ""1"": 59, ""2"": 13, ""3"": 1}","{""0"": 298, ""1"": 58, ""2"": 6, ""3"": 3}","[0.8, 0.162, 0.036, 0.003]","[0.816, 0.159, 0.016, 0.008]"
3633,152,9,"{""0"": 303, ""1"": 57, ""2"": 4, ""3"": 1}","{""0"": 306, ""1"": 50, ""2"": 9}","[0.83, 0.156, 0.011, 0.003]","[0.838, 0.137, 0.025]"
3634,152,10,"{""0"": 300, ""1"": 54, ""2"": 9, ""3"": 2}","{""0"": 313, ""1"": 49, ""2"": 3}","[0.822, 0.148, 0.025, 0.005]","[0.858, 0.134, 0.008]"
3635,152,11,"{""0"": 304, ""1"": 45, ""2"": 16}","{""0"": 298, ""1"": 54, ""2"": 11, ""3"": 2}","[0.833, 0.123, 0.044]","[0.816, 0.148, 0.03, 0.005]"
3636,152,12,"{""0"": 297, ""1"": 54, ""2"": 13, ""3"": 1}","{""0"": 272, ""1"": 78, ""2"": 13, ""3"": 2}","[0.814, 0.148, 0.036, 0.003]","[0.745, 0.214, 0.036, 0.005]"
3637,152,13,"{""0"": 286, ""1"": 64, ""2"": 13, ""3"": 2}","{""0"": 271, ""1"": 75, ""2"": 16, ""3"": 3}","[0.784, 0.175, 0.036, 0.005]","[0.742, 0.205, 0.044, 0.008]"
3638,152,14,"{""0"": 269, ""1"": 80, ""2"": 14, ""3"": 2}","{""0"": 252, ""1"": 85, ""2"": 24, ""3"": 4}","[0.737, 0.219, 0.038, 0.005]","[0.69, 0.233, 0.066, 0.011]"
3639,152,15,"{""0"": 249, ""1"": 93, ""2"": 19, ""3"": 3, ""4"": 1}","{""0"": 217, ""1"": 111, ""2"": 33, ""3"": 3, ""5"": 1, ""4"": 0}","[0.682, 0.255, 0.052, 0.008, 0.003]","[0.595, 0.304, 0.09, 0.008, 0.0, 0.003]"
3640,152,16,"{""0"": 231, ""1"": 101, ""2"": 30, ""3"": 3}","{""0"": 214, ""1"": 105, ""2"": 37, ""3"": 7, ""4"": 2}","[0.633, 0.277, 0.082, 0.008]","[0.586, 0.288, 0.101, 0.019, 0.005]"
3641,152,17,"{""0"": 228, ""1"": 99, ""2"": 30, ""3"": 7, ""4"": 1}","{""0"": 220, ""1"": 110, ""2"": 27, ""3"": 5, ""4"": 2, ""5"": 1}","[0.625, 0.271, 0.082, 0.019, 0.003]","[0.603, 0.301, 0.074, 0.014, 0.005, 0.003]"
3642,152,18,"{""0"": 233, ""1"": 101, ""2"": 23, ""3"": 8}","{""0"": 231, ""1"": 94, ""2"": 34, ""3"": 6}","[0.638, 0.277, 0.063, 0.022]","[0.633, 0.258, 0.093, 0.016]"
3643,152,19,"{""0"": 250, ""1"": 96, ""2"": 17, ""3"": 2}","{""0"": 245, ""1"": 91, ""2"": 24, ""3"": 5}","[0.685, 0.263, 0.047, 0.005]","[0.671, 0.249, 0.066, 0.014]"
3644,152,20,"{""0"": 288, ""1"": 69, ""2"": 7, ""3"": 1}","{""0"": 280, ""1"": 76, ""2"": 6, ""3"": 3}","[0.789, 0.189, 0.019, 0.003]","[0.767, 0.208, 0.016, 0.008]"
3645,152,21,"{""0"": 315, ""1"": 46, ""2"": 3, ""3"": 1}","{""0"": 298, ""1"": 60, ""2"": 7}","[0.863, 0.126, 0.008, 0.003]","[0.816, 0.164, 0.019]"
3646,152,22,"{""0"": 322, ""1"": 42, ""2"": 1}","{""0"": 317, ""1"": 40, ""2"": 8}","[0.882, 0.115, 0.003]","[0.868, 0.11, 0.022]"
3647,152,23,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 351, ""1"": 10, ""2"": 4}","[0.956, 0.041, 0.003]","[0.962, 0.027, 0.011]"
3648,153,0,"{""0"": 362, ""1"": 3}","{""0"": 362, ""1"": 3}","[0.992, 0.008]","[0.992, 0.008]"
3649,153,1,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}","[0.997, 0.003]","[0.997, 0.003]"
3650,153,2,"{""0"": 365}","{""0"": 365}",[1.0],[1.0]
3651,153,3,"{""0"": 365}","{""0"": 365}",[1.0],[1.0]
3652,153,4,"{""0"": 363, ""1"": 2}","{""0"": 357, ""1"": 8}","[0.995, 0.005]","[0.978, 0.022]"
3653,153,5,"{""0"": 355, ""1"": 10}","{""0"": 340, ""1"": 25}","[0.973, 0.027]","[0.932, 0.068]"
3654,153,6,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 318, ""1"": 41, ""2"": 6}","[0.956, 0.041, 0.003]","[0.871, 0.112, 0.016]"
3655,153,7,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 298, ""1"": 53, ""2"": 11, ""3"": 3}","[0.945, 0.052, 0.003]","[0.816, 0.145, 0.03, 0.008]"
3656,153,8,"{""0"": 343, ""1"": 21, ""2"": 1}","{""0"": 287, ""1"": 62, ""2"": 13, ""3"": 3}","[0.94, 0.058, 0.003]","[0.786, 0.17, 0.036, 0.008]"
3657,153,9,"{""0"": 336, ""1"": 29}","{""0"": 301, ""1"": 55, ""2"": 9}","[0.921, 0.079]","[0.825, 0.151, 0.025]"
3658,153,10,"{""0"": 322, ""1"": 42, ""2"": 1}","{""0"": 316, ""1"": 44, ""2"": 5}","[0.882, 0.115, 0.003]","[0.866, 0.121, 0.014]"
3659,153,11,"{""0"": 324, ""1"": 37, ""2"": 4}","{""0"": 319, ""1"": 40, ""2"": 6}","[0.888, 0.101, 0.011]","[0.874, 0.11, 0.016]"
3660,153,12,"{""0"": 324, ""1"": 36, ""2"": 4, ""3"": 1}","{""0"": 324, ""1"": 35, ""2"": 6}","[0.888, 0.099, 0.011, 0.003]","[0.888, 0.096, 0.016]"
3661,153,13,"{""0"": 311, ""1"": 46, ""2"": 8}","{""0"": 333, ""1"": 28, ""2"": 4}","[0.852, 0.126, 0.022]","[0.912, 0.077, 0.011]"
3662,153,14,"{""0"": 292, ""1"": 61, ""2"": 10, ""3"": 2}","{""0"": 337, ""1"": 26, ""2"": 2}","[0.8, 0.167, 0.027, 0.005]","[0.923, 0.071, 0.005]"
3663,153,15,"{""0"": 273, ""1"": 78, ""2"": 12, ""3"": 1, ""4"": 1}","{""0"": 335, ""1"": 27, ""2"": 2, ""3"": 1}","[0.748, 0.214, 0.033, 0.003, 0.003]","[0.918, 0.074, 0.005, 0.003]"
3664,153,16,"{""0"": 290, ""1"": 62, ""2"": 11, ""3"": 2}","{""0"": 331, ""1"": 30, ""2"": 4}","[0.795, 0.17, 0.03, 0.005]","[0.907, 0.082, 0.011]"
3665,153,17,"{""0"": 311, ""1"": 46, ""2"": 7, ""3"": 1}","{""0"": 324, ""1"": 38, ""2"": 2, ""3"": 1}","[0.852, 0.126, 0.019, 0.003]","[0.888, 0.104, 0.005, 0.003]"
3666,153,18,"{""0"": 311, ""1"": 44, ""2"": 9, ""4"": 1, ""3"": 0}","{""0"": 332, ""1"": 30, ""2"": 3}","[0.852, 0.121, 0.025, 0.0, 0.003]","[0.91, 0.082, 0.008]"
3667,153,19,"{""0"": 320, ""1"": 38, ""2"": 7}","{""0"": 341, ""1"": 22, ""2"": 2}","[0.877, 0.104, 0.019]","[0.934, 0.06, 0.005]"
3668,153,20,"{""0"": 342, ""1"": 21, ""2"": 2}","{""0"": 343, ""1"": 20, ""2"": 2}","[0.937, 0.058, 0.005]","[0.94, 0.055, 0.005]"
3669,153,21,"{""0"": 352, ""1"": 13}","{""0"": 343, ""1"": 22}","[0.964, 0.036]","[0.94, 0.06]"
3670,153,22,"{""0"": 360, ""1"": 5}","{""0"": 350, ""1"": 15}","[0.986, 0.014]","[0.959, 0.041]"
3671,153,23,"{""0"": 363, ""1"": 2}","{""0"": 360, ""1"": 5}","[0.995, 0.005]","[0.986, 0.014]"
3672,154,0,"{""0"": 359, ""1"": 6}","{""0"": 357, ""1"": 7, ""2"": 1}","[0.984, 0.016]","[0.978, 0.019, 0.003]"
3673,154,1,"{""0"": 362, ""1"": 3}","{""0"": 359, ""1"": 5, ""2"": 1}","[0.992, 0.008]","[0.984, 0.014, 0.003]"
3674,154,2,"{""0"": 365}","{""0"": 363, ""1"": 2}",[1.0],"[0.995, 0.005]"
3675,154,3,"{""0"": 365}","{""0"": 363, ""1"": 2}",[1.0],"[0.995, 0.005]"
3676,154,4,"{""0"": 365}","{""0"": 358, ""1"": 7}",[1.0],"[0.981, 0.019]"
3677,154,5,"{""0"": 360, ""1"": 5}","{""0"": 310, ""1"": 50, ""2"": 5}","[0.986, 0.014]","[0.849, 0.137, 0.014]"
3678,154,6,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 287, ""1"": 65, ""2"": 11, ""3"": 2}","[0.951, 0.047, 0.003]","[0.786, 0.178, 0.03, 0.005]"
3679,154,7,"{""0"": 338, ""1"": 22, ""2"": 5}","{""0"": 278, ""1"": 69, ""2"": 12, ""3"": 5, ""4"": 1}","[0.926, 0.06, 0.014]","[0.762, 0.189, 0.033, 0.014, 0.003]"
3680,154,8,"{""0"": 322, ""1"": 35, ""2"": 8}","{""0"": 261, ""1"": 68, ""2"": 26, ""3"": 9, ""4"": 1}","[0.882, 0.096, 0.022]","[0.715, 0.186, 0.071, 0.025, 0.003]"
3681,154,9,"{""0"": 304, ""1"": 54, ""2"": 7}","{""0"": 275, ""1"": 72, ""2"": 14, ""3"": 4}","[0.833, 0.148, 0.019]","[0.753, 0.197, 0.038, 0.011]"
3682,154,10,"{""0"": 284, ""1"": 69, ""2"": 12}","{""0"": 276, ""1"": 80, ""2"": 7, ""3"": 2}","[0.778, 0.189, 0.033]","[0.756, 0.219, 0.019, 0.005]"
3683,154,11,"{""0"": 273, ""1"": 76, ""2"": 14, ""3"": 2}","{""0"": 266, ""1"": 81, ""2"": 14, ""3"": 4}","[0.748, 0.208, 0.038, 0.005]","[0.729, 0.222, 0.038, 0.011]"
3684,154,12,"{""0"": 263, ""1"": 82, ""2"": 16, ""3"": 3, ""4"": 1}","{""0"": 277, ""1"": 72, ""2"": 13, ""3"": 2, ""5"": 1, ""4"": 0}","[0.721, 0.225, 0.044, 0.008, 0.003]","[0.759, 0.197, 0.036, 0.005, 0.0, 0.003]"
3685,154,13,"{""0"": 244, ""1"": 91, ""2"": 26, ""3"": 4}","{""0"": 286, ""1"": 61, ""2"": 18}","[0.668, 0.249, 0.071, 0.011]","[0.784, 0.167, 0.049]"
3686,154,14,"{""0"": 230, ""1"": 107, ""2"": 24, ""3"": 3, ""4"": 1}","{""0"": 272, ""1"": 79, ""2"": 13, ""3"": 1}","[0.63, 0.293, 0.066, 0.008, 0.003]","[0.745, 0.216, 0.036, 0.003]"
3687,154,15,"{""0"": 224, ""1"": 101, ""2"": 33, ""3"": 7}","{""0"": 256, ""1"": 89, ""2"": 20}","[0.614, 0.277, 0.09, 0.019]","[0.701, 0.244, 0.055]"
3688,154,16,"{""0"": 237, ""1"": 91, ""2"": 31, ""3"": 3, ""4"": 3}","{""0"": 271, ""1"": 70, ""2"": 22, ""3"": 2}","[0.649, 0.249, 0.085, 0.008, 0.008]","[0.742, 0.192, 0.06, 0.005]"
3689,154,17,"{""0"": 267, ""1"": 80, ""2"": 17, ""3"": 1}","{""0"": 286, ""1"": 69, ""2"": 9, ""3"": 1}","[0.732, 0.219, 0.047, 0.003]","[0.784, 0.189, 0.025, 0.003]"
3690,154,18,"{""0"": 301, ""1"": 49, ""2"": 14, ""3"": 1}","{""0"": 303, ""1"": 57, ""2"": 4, ""3"": 1}","[0.825, 0.134, 0.038, 0.003]","[0.83, 0.156, 0.011, 0.003]"
3691,154,19,"{""0"": 309, ""1"": 49, ""2"": 5, ""3"": 2}","{""0"": 313, ""1"": 45, ""2"": 5, ""3"": 1, ""4"": 1}","[0.847, 0.134, 0.014, 0.005]","[0.858, 0.123, 0.014, 0.003, 0.003]"
3692,154,20,"{""0"": 313, ""1"": 48, ""2"": 2, ""3"": 2}","{""0"": 325, ""1"": 38, ""3"": 2, ""2"": 0}","[0.858, 0.132, 0.005, 0.005]","[0.89, 0.104, 0.0, 0.005]"
3693,154,21,"{""0"": 325, ""1"": 34, ""2"": 6}","{""0"": 340, ""1"": 24, ""2"": 1}","[0.89, 0.093, 0.016]","[0.932, 0.066, 0.003]"
3694,154,22,"{""0"": 346, ""1"": 17, ""2"": 2}","{""0"": 353, ""1"": 11, ""2"": 1}","[0.948, 0.047, 0.005]","[0.967, 0.03, 0.003]"
3695,154,23,"{""0"": 360, ""1"": 5}","{""0"": 363, ""1"": 2}","[0.986, 0.014]","[0.995, 0.005]"
3696,155,0,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
3697,155,1,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
3698,155,2,"{""0"": 365}","{""0"": 364, ""1"": 1}",[1.0],"[0.997, 0.003]"
3699,155,3,"{""0"": 364, ""1"": 1}","{""0"": 362, ""1"": 3}","[0.997, 0.003]","[0.992, 0.008]"
3700,155,4,"{""0"": 363, ""1"": 2}","{""0"": 363, ""1"": 2}","[0.995, 0.005]","[0.995, 0.005]"
3701,155,5,"{""0"": 364, ""1"": 1}","{""0"": 362, ""1"": 3}","[0.997, 0.003]","[0.992, 0.008]"
3702,155,6,"{""0"": 362, ""1"": 3}","{""0"": 350, ""1"": 15}","[0.992, 0.008]","[0.959, 0.041]"
3703,155,7,"{""0"": 356, ""1"": 9}","{""0"": 332, ""1"": 32, ""2"": 1}","[0.975, 0.025]","[0.91, 0.088, 0.003]"
3704,155,8,"{""0"": 355, ""1"": 9, ""2"": 1}","{""0"": 299, ""1"": 60, ""2"": 4, ""3"": 2}","[0.973, 0.025, 0.003]","[0.819, 0.164, 0.011, 0.005]"
3705,155,9,"{""0"": 338, ""1"": 26, ""2"": 1}","{""0"": 286, ""1"": 71, ""2"": 8}","[0.926, 0.071, 0.003]","[0.784, 0.195, 0.022]"
3706,155,10,"{""0"": 325, ""1"": 39, ""2"": 1}","{""0"": 318, ""1"": 44, ""2"": 3}","[0.89, 0.107, 0.003]","[0.871, 0.121, 0.008]"
3707,155,11,"{""0"": 321, ""1"": 41, ""2"": 3}","{""0"": 335, ""1"": 28, ""2"": 2}","[0.879, 0.112, 0.008]","[0.918, 0.077, 0.005]"
3708,155,12,"{""0"": 315, ""1"": 45, ""2"": 5}","{""0"": 337, ""1"": 25, ""2"": 3}","[0.863, 0.123, 0.014]","[0.923, 0.068, 0.008]"
3709,155,13,"{""0"": 320, ""1"": 41, ""2"": 3, ""4"": 1, ""3"": 0}","{""0"": 328, ""1"": 32, ""2"": 4, ""3"": 1}","[0.877, 0.112, 0.008, 0.0, 0.003]","[0.899, 0.088, 0.011, 0.003]"
3710,155,14,"{""0"": 307, ""1"": 51, ""2"": 5, ""3"": 1, ""4"": 1}","{""0"": 329, ""1"": 31, ""2"": 4, ""3"": 1}","[0.841, 0.14, 0.014, 0.003, 0.003]","[0.901, 0.085, 0.011, 0.003]"
3711,155,15,"{""0"": 303, ""1"": 56, ""2"": 6}","{""0"": 341, ""1"": 21, ""2"": 3}","[0.83, 0.153, 0.016]","[0.934, 0.058, 0.008]"
3712,155,16,"{""0"": 324, ""1"": 39, ""2"": 2}","{""0"": 340, ""1"": 23, ""2"": 2}","[0.888, 0.107, 0.005]","[0.932, 0.063, 0.005]"
3713,155,17,"{""0"": 338, ""1"": 24, ""2"": 3}","{""0"": 343, ""1"": 20, ""2"": 2}","[0.926, 0.066, 0.008]","[0.94, 0.055, 0.005]"
3714,155,18,"{""0"": 341, ""1"": 20, ""2"": 4}","{""0"": 346, ""1"": 16, ""2"": 3}","[0.934, 0.055, 0.011]","[0.948, 0.044, 0.008]"
3715,155,19,"{""0"": 343, ""1"": 19, ""2"": 3}","{""0"": 347, ""1"": 14, ""2"": 4}","[0.94, 0.052, 0.008]","[0.951, 0.038, 0.011]"
3716,155,20,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 351, ""1"": 13, ""2"": 1}","[0.964, 0.033, 0.003]","[0.962, 0.036, 0.003]"
3717,155,21,"{""0"": 357, ""1"": 8}","{""0"": 358, ""1"": 7}","[0.978, 0.022]","[0.981, 0.019]"
3718,155,22,"{""0"": 360, ""1"": 5}","{""0"": 360, ""1"": 5}","[0.986, 0.014]","[0.986, 0.014]"
3719,155,23,"{""0"": 363, ""1"": 2}","{""0"": 363, ""1"": 2}","[0.995, 0.005]","[0.995, 0.005]"
3720,156,0,"{""0"": 363, ""1"": 2}","{""0"": 360, ""1"": 5}","[0.995, 0.005]","[0.986, 0.014]"
3721,156,1,"{""0"": 362, ""1"": 3}","{""0"": 363, ""1"": 2}","[0.992, 0.008]","[0.995, 0.005]"
3722,156,2,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
3723,156,3,"{""0"": 362, ""1"": 3}","{""0"": 365}","[0.992, 0.008]",[1.0]
3724,156,4,"{""0"": 362, ""1"": 3}","{""0"": 365}","[0.992, 0.008]",[1.0]
3725,156,5,"{""0"": 357, ""1"": 8}","{""0"": 361, ""1"": 4}","[0.978, 0.022]","[0.989, 0.011]"
3726,156,6,"{""0"": 339, ""1"": 23, ""2"": 3}","{""0"": 305, ""1"": 53, ""2"": 5, ""3"": 1, ""4"": 1}","[0.929, 0.063, 0.008]","[0.836, 0.145, 0.014, 0.003, 0.003]"
3727,156,7,"{""0"": 333, ""1"": 31, ""2"": 1}","{""0"": 282, ""1"": 61, ""2"": 19, ""3"": 2, ""4"": 1}","[0.912, 0.085, 0.003]","[0.773, 0.167, 0.052, 0.005, 0.003]"
3728,156,8,"{""0"": 341, ""1"": 20, ""2"": 4}","{""0"": 307, ""1"": 47, ""2"": 10, ""3"": 1}","[0.934, 0.055, 0.011]","[0.841, 0.129, 0.027, 0.003]"
3729,156,9,"{""0"": 340, ""1"": 21, ""2"": 4}","{""0"": 327, ""1"": 35, ""2"": 3}","[0.932, 0.058, 0.011]","[0.896, 0.096, 0.008]"
3730,156,10,"{""0"": 346, ""1"": 17, ""2"": 2}","{""0"": 338, ""1"": 27}","[0.948, 0.047, 0.005]","[0.926, 0.074]"
3731,156,11,"{""0"": 343, ""1"": 21, ""2"": 1}","{""0"": 337, ""1"": 27, ""2"": 1}","[0.94, 0.058, 0.003]","[0.923, 0.074, 0.003]"
3732,156,12,"{""0"": 331, ""1"": 32, ""2"": 2}","{""0"": 328, ""1"": 30, ""2"": 7}","[0.907, 0.088, 0.005]","[0.899, 0.082, 0.019]"
3733,156,13,"{""0"": 324, ""1"": 37, ""2"": 4}","{""0"": 320, ""1"": 41, ""2"": 4}","[0.888, 0.101, 0.011]","[0.877, 0.112, 0.011]"
3734,156,14,"{""0"": 301, ""1"": 57, ""2"": 7}","{""0"": 328, ""1"": 34, ""2"": 3}","[0.825, 0.156, 0.019]","[0.899, 0.093, 0.008]"
3735,156,15,"{""0"": 285, ""1"": 69, ""2"": 10, ""3"": 1}","{""0"": 314, ""1"": 41, ""2"": 10}","[0.781, 0.189, 0.027, 0.003]","[0.86, 0.112, 0.027]"
3736,156,16,"{""0"": 292, ""1"": 65, ""2"": 7, ""3"": 1}","{""0"": 310, ""1"": 44, ""2"": 10, ""3"": 1}","[0.8, 0.178, 0.019, 0.003]","[0.849, 0.121, 0.027, 0.003]"
3737,156,17,"{""0"": 309, ""1"": 48, ""2"": 6, ""3"": 2}","{""0"": 318, ""1"": 40, ""2"": 7}","[0.847, 0.132, 0.016, 0.005]","[0.871, 0.11, 0.019]"
3738,156,18,"{""0"": 313, ""1"": 47, ""2"": 4, ""3"": 1}","{""0"": 323, ""1"": 36, ""2"": 6}","[0.858, 0.129, 0.011, 0.003]","[0.885, 0.099, 0.016]"
3739,156,19,"{""0"": 320, ""1"": 39, ""2"": 6}","{""0"": 331, ""1"": 32, ""2"": 2}","[0.877, 0.107, 0.016]","[0.907, 0.088, 0.005]"
3740,156,20,"{""0"": 336, ""1"": 24, ""2"": 5}","{""0"": 344, ""1"": 21}","[0.921, 0.066, 0.014]","[0.942, 0.058]"
3741,156,21,"{""0"": 342, ""1"": 21, ""2"": 2}","{""0"": 355, ""1"": 9, ""2"": 1}","[0.937, 0.058, 0.005]","[0.973, 0.025, 0.003]"
3742,156,22,"{""0"": 342, ""1"": 23}","{""0"": 356, ""1"": 8, ""2"": 1}","[0.937, 0.063]","[0.975, 0.022, 0.003]"
3743,156,23,"{""0"": 355, ""1"": 10}","{""0"": 362, ""1"": 3}","[0.973, 0.027]","[0.992, 0.008]"
3744,157,0,"{""0"": 359, ""1"": 6}","{""0"": 338, ""1"": 25, ""2"": 2}","[0.984, 0.016]","[0.926, 0.068, 0.005]"
3745,157,1,"{""0"": 361, ""1"": 4}","{""0"": 352, ""1"": 13}","[0.989, 0.011]","[0.964, 0.036]"
3746,157,2,"{""0"": 362, ""1"": 3}","{""0"": 355, ""1"": 9, ""2"": 1}","[0.992, 0.008]","[0.973, 0.025, 0.003]"
3747,157,3,"{""0"": 360, ""1"": 5}","{""0"": 357, ""1"": 8}","[0.986, 0.014]","[0.978, 0.022]"
3748,157,4,"{""0"": 358, ""1"": 7}","{""0"": 361, ""1"": 4}","[0.981, 0.019]","[0.989, 0.011]"
3749,157,5,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 364, ""1"": 1}","[0.945, 0.052, 0.003]","[0.997, 0.003]"
3750,157,6,"{""0"": 306, ""1"": 52, ""2"": 6, ""3"": 1}","{""0"": 358, ""1"": 6, ""2"": 1}","[0.838, 0.142, 0.016, 0.003]","[0.981, 0.016, 0.003]"
3751,157,7,"{""0"": 247, ""1"": 102, ""2"": 15, ""3"": 1}","{""0"": 348, ""1"": 16, ""2"": 1}","[0.677, 0.279, 0.041, 0.003]","[0.953, 0.044, 0.003]"
